ExperimentalSeed,Round,ClientID,ParticipationOrdinal,SeedUInt64,TorchManualSeedInt64,ApplicationPoint,DataLoaderShuffle,DataLoaderWorkers
123,1,29,0,7343848443487844578,7343848443487844578,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,1,10,0,15484230554535258776,6260858517680482969,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,1,3,0,10562798070202958386,1339426033348182579,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,1,21,0,4922506028329062538,4922506028329062538,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,1,14,0,17288370895091702488,8064998858236926681,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,1,18,0,15829684264378628258,6606312227523852451,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,1,12,0,11385876629970831198,2162504593116055391,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,2,15,0,63021120174346401,63021120174346401,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,2,11,0,5973574245946366426,5973574245946366426,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,2,28,0,312245706077824843,312245706077824843,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,2,0,0,1536965108547979612,1536965108547979612,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,2,17,0,3699643168503469758,3699643168503469758,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,2,24,0,5456077346643139089,5456077346643139089,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,2,13,0,13292769558048584381,4069397521193808574,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,2,16,0,18359330558116830489,9135958521262054682,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,2,2,0,3037053431848963190,3037053431848963190,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,3,19,0,14089123740123220641,4865751703268444834,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,3,9,0,1010575924544130459,1010575924544130459,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,3,5,0,12962513316378671461,3739141279523895654,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,3,1,0,2069717037327480066,2069717037327480066,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,3,7,0,6410318454773761305,6410318454773761305,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,3,22,0,15716856751139699997,6493484714284924190,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,3,20,0,14118282043225173073,4894910006370397266,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,3,25,0,7138442825655981229,7138442825655981229,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,3,6,0,12701873942864727437,3478501906009951630,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,4,23,0,11175085026604087901,1951712989749312094,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,4,26,0,12286595482052645580,3063223445197869773,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,4,8,0,8168643075710217060,8168643075710217060,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,4,14,1,10297273751444393422,1073901714589617615,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,4,25,1,1109635459129352014,1109635459129352014,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,4,3,1,7164481994138887355,7164481994138887355,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,4,13,1,12868885271466602795,3645513234611826988,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,4,22,1,13560832794205691506,4337460757350915699,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,4,29,1,14221277931770235083,4997905894915459276,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,5,24,1,15934573918581070624,6711201881726294817,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,5,26,1,15338627653575575675,6115255616720799868,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,5,27,1,14339138017718816157,5115765980864040350,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,5,9,1,14664346270025051810,5440974233170276003,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,5,19,1,1150741631097118989,1150741631097118989,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,5,16,1,8245369894596775400,8245369894596775400,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,5,10,1,17901029292963431488,8677657256108655681,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,5,18,1,18309586986010246736,9086214949155470929,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,5,0,1,12324533704269210505,3101161667414434698,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,6,12,1,9556856033999737183,333483997144961376,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,6,11,1,8012396361138305836,8012396361138305836,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,6,15,1,9312187994541556316,88815957686780509,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,6,17,1,1296599748850545392,1296599748850545392,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,6,28,1,11668761246626936418,2445389209772160611,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,6,6,1,7987510261960835894,7987510261960835894,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,6,1,1,14613790509497874817,5390418472643099010,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,6,2,1,3063234708545891482,3063234708545891482,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,6,7,1,9309912977535264504,86540940680488697,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,7,20,1,15348626372438185089,6125254335583409282,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,7,5,1,16154920692215536981,6931548655360761174,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,7,23,1,10266217543045735503,1042845506190959696,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,7,4,1,1097671071624555217,1097671071624555217,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,7,21,1,10964497630448235513,1741125593593459706,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,7,8,1,11031603903875238558,1808231867020462751,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,7,15,2,11779954710232432073,2556582673377656266,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,7,24,2,17260417661706855334,8037045624852079527,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,7,16,2,1813310489819392419,1813310489819392419,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,8,7,2,10502671104690782018,1279299067836006211,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,8,5,2,15127659180721930292,5904287143867154485,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,8,6,2,4153757640678156900,4153757640678156900,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,8,23,2,3530554159078581978,3530554159078581978,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,8,29,2,6453436616308669948,6453436616308669948,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,8,11,2,8392785614472893270,8392785614472893270,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,8,1,2,13846155964367573125,4622783927512797318,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,8,3,2,1569097185598670851,1569097185598670851,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,8,10,2,16913848676609484703,7690476639754708896,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,9,12,2,13821742976756093999,4598370939901318192,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,9,27,2,8834498112320551143,8834498112320551143,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,9,0,2,1942501844954028575,1942501844954028575,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,9,21,2,5617106703385766921,5617106703385766921,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,9,18,2,17897132312827399834,8673760275972624027,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,9,4,2,16439150579998602138,7215778543143826331,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,9,20,2,4491303569090398692,4491303569090398692,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,9,17,2,4225224992784621248,4225224992784621248,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,9,13,2,7096413651692856911,7096413651692856911,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,10,2,2,12366162569129066370,3142790532274290563,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,10,25,2,8431148902206497233,8431148902206497233,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,10,8,2,6213104989361168753,6213104989361168753,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,10,26,2,17869521180568700491,8646149143713924684,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,10,9,2,585301642534568138,585301642534568138,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,10,22,2,3217483941678655399,3217483941678655399,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,10,19,2,6733565095852036709,6733565095852036709,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,10,14,2,6798692326461597256,6798692326461597256,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,10,28,2,4734406706159121938,4734406706159121938,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,11,7,3,2773017534839302984,2773017534839302984,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,11,22,3,7301207812066304430,7301207812066304430,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,11,3,3,18244995350951283770,9021623314096507963,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,11,13,3,3747537589531453583,3747537589531453583,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,11,4,3,15302840640196959637,6079468603342183830,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,11,18,3,7604987542467020954,7604987542467020954,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,11,15,3,16806019169779106212,7582647132924330405,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,11,0,3,14695453421251801877,5472081384397026070,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,11,28,3,17981351839766672688,8757979802911896881,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,12,21,3,13009963372954374084,3786591336099598277,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,12,24,3,15561605278856662307,6338233242001886500,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,12,11,3,12774676479361066450,3551304442506290643,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,12,23,3,10938927295540257240,1715555258685481433,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,12,16,3,15254675339322814859,6031303302468039052,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,12,9,3,2190553030655082299,2190553030655082299,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,12,25,3,11931819752627325433,2708447715772549626,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,12,2,3,11496204410339903795,2272832373485127988,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,12,17,3,5776872291754261170,5776872291754261170,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,13,14,3,17529315401189266329,8305943364334490522,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,13,12,3,616246462854283812,616246462854283812,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,13,8,3,4267512875452633142,4267512875452633142,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,13,6,3,8735714456729341827,8735714456729341827,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,13,1,3,4423780258757702439,4423780258757702439,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,13,29,3,5224210561784889306,5224210561784889306,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,13,27,3,9297600649612385964,74228612757610157,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,13,20,3,11989951484950944751,2766579448096168944,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,13,5,3,4851643442594170347,4851643442594170347,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,14,19,3,17890268110273480034,8666896073418704227,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,14,26,3,6971110263408566283,6971110263408566283,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,14,10,3,18030836691689734948,8807464654834959141,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,14,23,4,16011076781504069846,6787704744649294039,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,14,20,4,11214598465639846768,1991226428785070961,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,14,7,4,2498989017920956619,2498989017920956619,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,14,3,4,6682576004676647003,6682576004676647003,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,14,0,4,7261801165018224418,7261801165018224418,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,14,29,4,6465410286363009981,6465410286363009981,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,15,24,4,9168676139650944087,9168676139650944087,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,15,8,4,6225783143289703886,6225783143289703886,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,15,17,4,11438922744494089587,2215550707639313780,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,15,11,4,6154844363829579743,6154844363829579743,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,15,27,4,8394699798501587081,8394699798501587081,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,15,1,4,14585500925319595315,5362128888464819508,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,15,6,4,965042074447790567,965042074447790567,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,15,18,4,8661625071651512969,8661625071651512969,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,15,19,4,3553461267098080626,3553461267098080626,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,16,10,4,2939797761661587838,2939797761661587838,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,16,28,4,12530023083376301425,3306651046521525618,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,16,14,4,3726161856960706032,3726161856960706032,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,16,22,4,7954866845720790502,7954866845720790502,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,16,15,4,17546963257110357558,8323591220255581751,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,16,4,4,16550478261981830072,7327106225127054265,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,16,12,4,3872380055792466816,3872380055792466816,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,16,9,4,14183980976337449577,4960608939482673770,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,16,16,4,16302915653271249573,7079543616416473766,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,17,21,4,9736340767092410165,512968730237634358,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,17,5,4,6503973612386999088,6503973612386999088,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,17,26,4,10392147043555828594,1168775006701052787,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,17,2,4,16244411491149371053,7021039454294595246,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,17,25,4,12627115224282930273,3403743187428154466,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,17,13,4,17179781069549949725,7956409032695173918,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,17,7,5,6740905811632023136,6740905811632023136,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,17,22,5,11463154864194863308,2239782827340087501,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,17,12,5,17031948105404393448,7808576068549617641,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,18,20,5,6247713939426113356,6247713939426113356,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,18,19,5,17513292723394837271,8289920686540061464,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,18,2,5,2988007753606593899,2988007753606593899,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,18,4,5,14057467727992448318,4834095691137672511,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,18,3,5,15730536841189033258,6507164804334257451,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,18,26,5,3527912303795790621,3527912303795790621,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,18,0,5,6683741920285831424,6683741920285831424,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,18,9,5,492168538057356775,492168538057356775,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,18,17,5,13582890966226814224,4359518929372038417,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,19,14,5,18047533725759062907,8824161688904287100,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,19,11,5,6608179188621363554,6608179188621363554,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,19,24,5,10446153496699736286,1222781459844960479,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,19,27,5,8241637442239680670,8241637442239680670,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,19,29,5,6159406792135470405,6159406792135470405,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,19,10,5,14383407118650560578,5160035081795784771,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,19,8,5,5320966936600513664,5320966936600513664,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,19,23,5,12568990827339737894,3345618790484962087,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,19,5,5,15675027212028399046,6451655175173623239,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,20,1,5,938691001135757008,938691001135757008,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,20,16,5,14874916607898298509,5651544571043522702,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,20,6,5,4399472488384371156,4399472488384371156,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,20,18,5,10640321958694243349,1416949921839467542,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,20,25,5,16725677902544949098,7502305865690173291,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,20,15,5,11125891886965702884,1902519850110927077,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,20,28,5,14516191805218242704,5292819768363466897,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,20,13,5,11918946226744555299,2695574189889779492,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
123,20,21,5,9298607587743458886,75235550888683079,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
456,1,23,0,16269814252777717094,7046442215922941287,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
456,1,24,0,2219320136860347235,2219320136860347235,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
456,1,2,0,8968922929942568045,8968922929942568045,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
456,1,13,0,13954493726803400545,4731121689948624738,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
456,1,28,0,14879820082538035755,5656448045683259948,IMMEDIATELY_BEFORE_FIRST_STOCHASTIC_LOCAL_TRAINING_OPERATION,False,0
