ExperimentalSeed,Round,Slot,ClientID,ExecutionOrderRule
789,18,4,18,SLOT_ASCENDING
789,18,5,15,SLOT_ASCENDING
789,18,6,20,SLOT_ASCENDING
789,18,7,1,SLOT_ASCENDING
789,18,8,21,SLOT_ASCENDING
789,18,9,8,SLOT_ASCENDING
789,19,1,29,SLOT_ASCENDING
789,19,2,22,SLOT_ASCENDING
789,19,3,14,SLOT_ASCENDING
789,19,4,0,SLOT_ASCENDING
789,19,5,5,SLOT_ASCENDING
789,19,6,27,SLOT_ASCENDING
789,19,7,11,SLOT_ASCENDING
789,19,8,23,SLOT_ASCENDING
789,19,9,6,SLOT_ASCENDING
789,20,1,19,SLOT_ASCENDING
789,20,2,17,SLOT_ASCENDING
789,20,3,16,SLOT_ASCENDING
789,20,4,25,SLOT_ASCENDING
789,20,5,24,SLOT_ASCENDING
789,20,6,3,SLOT_ASCENDING
789,20,7,2,SLOT_ASCENDING
789,20,8,10,SLOT_ASCENDING
789,20,9,28,SLOT_ASCENDING
999,1,1,20,SLOT_ASCENDING
999,1,2,15,SLOT_ASCENDING
999,1,3,13,SLOT_ASCENDING
999,1,4,4,SLOT_ASCENDING
999,1,5,14,SLOT_ASCENDING
999,1,6,17,SLOT_ASCENDING
999,1,7,5,SLOT_ASCENDING
999,1,8,2,SLOT_ASCENDING
999,1,9,26,SLOT_ASCENDING
999,2,1,6,SLOT_ASCENDING
999,2,2,28,SLOT_ASCENDING
999,2,3,23,SLOT_ASCENDING
999,2,4,25,SLOT_ASCENDING
999,2,5,29,SLOT_ASCENDING
999,2,6,21,SLOT_ASCENDING
999,2,7,0,SLOT_ASCENDING
999,2,8,11,SLOT_ASCENDING
999,2,9,27,SLOT_ASCENDING
999,3,1,7,SLOT_ASCENDING
999,3,2,8,SLOT_ASCENDING
999,3,3,3,SLOT_ASCENDING
999,3,4,1,SLOT_ASCENDING
999,3,5,18,SLOT_ASCENDING
999,3,6,24,SLOT_ASCENDING
999,3,7,16,SLOT_ASCENDING
999,3,8,9,SLOT_ASCENDING
999,3,9,19,SLOT_ASCENDING
999,4,1,10,SLOT_ASCENDING
999,4,2,12,SLOT_ASCENDING
999,4,3,22,SLOT_ASCENDING
999,4,4,1,SLOT_ASCENDING
999,4,5,28,SLOT_ASCENDING
999,4,6,20,SLOT_ASCENDING
999,4,7,9,SLOT_ASCENDING
999,4,8,5,SLOT_ASCENDING
999,4,9,24,SLOT_ASCENDING
999,5,1,12,SLOT_ASCENDING
999,5,2,23,SLOT_ASCENDING
999,5,3,7,SLOT_ASCENDING
999,5,4,29,SLOT_ASCENDING
999,5,5,10,SLOT_ASCENDING
999,5,6,22,SLOT_ASCENDING
999,5,7,14,SLOT_ASCENDING
999,5,8,15,SLOT_ASCENDING
999,5,9,0,SLOT_ASCENDING
999,6,1,17,SLOT_ASCENDING
999,6,2,2,SLOT_ASCENDING
999,6,3,3,SLOT_ASCENDING
999,6,4,16,SLOT_ASCENDING
999,6,5,6,SLOT_ASCENDING
999,6,6,27,SLOT_ASCENDING
999,6,7,8,SLOT_ASCENDING
999,6,8,18,SLOT_ASCENDING
999,6,9,11,SLOT_ASCENDING
999,7,1,13,SLOT_ASCENDING
999,7,2,4,SLOT_ASCENDING
999,7,3,25,SLOT_ASCENDING
999,7,4,19,SLOT_ASCENDING
999,7,5,21,SLOT_ASCENDING
999,7,6,26,SLOT_ASCENDING
999,7,7,10,SLOT_ASCENDING
999,7,8,22,SLOT_ASCENDING
999,7,9,11,SLOT_ASCENDING
999,8,1,0,SLOT_ASCENDING
999,8,2,14,SLOT_ASCENDING
999,8,3,13,SLOT_ASCENDING
999,8,4,18,SLOT_ASCENDING
999,8,5,26,SLOT_ASCENDING
999,8,6,1,SLOT_ASCENDING
999,8,7,29,SLOT_ASCENDING
999,8,8,28,SLOT_ASCENDING
999,8,9,24,SLOT_ASCENDING
999,9,1,9,SLOT_ASCENDING
999,9,2,5,SLOT_ASCENDING
999,9,3,17,SLOT_ASCENDING
999,9,4,25,SLOT_ASCENDING
999,9,5,23,SLOT_ASCENDING
999,9,6,2,SLOT_ASCENDING
999,9,7,7,SLOT_ASCENDING
999,9,8,12,SLOT_ASCENDING
999,9,9,20,SLOT_ASCENDING
999,10,1,15,SLOT_ASCENDING
999,10,2,4,SLOT_ASCENDING
999,10,3,27,SLOT_ASCENDING
999,10,4,8,SLOT_ASCENDING
999,10,5,6,SLOT_ASCENDING
999,10,6,19,SLOT_ASCENDING
999,10,7,21,SLOT_ASCENDING
999,10,8,3,SLOT_ASCENDING
999,10,9,16,SLOT_ASCENDING
999,11,1,18,SLOT_ASCENDING
999,11,2,14,SLOT_ASCENDING
999,11,3,19,SLOT_ASCENDING
999,11,4,8,SLOT_ASCENDING
999,11,5,10,SLOT_ASCENDING
999,11,6,22,SLOT_ASCENDING
999,11,7,6,SLOT_ASCENDING
999,11,8,29,SLOT_ASCENDING
999,11,9,20,SLOT_ASCENDING
999,12,1,7,SLOT_ASCENDING
999,12,2,2,SLOT_ASCENDING
999,12,3,13,SLOT_ASCENDING
999,12,4,12,SLOT_ASCENDING
999,12,5,4,SLOT_ASCENDING
999,12,6,24,SLOT_ASCENDING
999,12,7,21,SLOT_ASCENDING
999,12,8,25,SLOT_ASCENDING
999,12,9,16,SLOT_ASCENDING
999,13,1,28,SLOT_ASCENDING
999,13,2,5,SLOT_ASCENDING
999,13,3,9,SLOT_ASCENDING
999,13,4,26,SLOT_ASCENDING
999,13,5,11,SLOT_ASCENDING
999,13,6,3,SLOT_ASCENDING
999,13,7,27,SLOT_ASCENDING
999,13,8,0,SLOT_ASCENDING
999,13,9,23,SLOT_ASCENDING
999,14,1,17,SLOT_ASCENDING
999,14,2,1,SLOT_ASCENDING
999,14,3,15,SLOT_ASCENDING
999,14,4,14,SLOT_ASCENDING
999,14,5,16,SLOT_ASCENDING
999,14,6,10,SLOT_ASCENDING
999,14,7,11,SLOT_ASCENDING
999,14,8,8,SLOT_ASCENDING
999,14,9,24,SLOT_ASCENDING
999,15,1,15,SLOT_ASCENDING
999,15,2,19,SLOT_ASCENDING
999,15,3,4,SLOT_ASCENDING
999,15,4,17,SLOT_ASCENDING
999,15,5,25,SLOT_ASCENDING
999,15,6,26,SLOT_ASCENDING
999,15,7,22,SLOT_ASCENDING
999,15,8,27,SLOT_ASCENDING
999,15,9,29,SLOT_ASCENDING
999,16,1,20,SLOT_ASCENDING
999,16,2,12,SLOT_ASCENDING
999,16,3,6,SLOT_ASCENDING
999,16,4,2,SLOT_ASCENDING
999,16,5,9,SLOT_ASCENDING
999,16,6,21,SLOT_ASCENDING
999,16,7,3,SLOT_ASCENDING
999,16,8,5,SLOT_ASCENDING
999,16,9,28,SLOT_ASCENDING
999,17,1,13,SLOT_ASCENDING
999,17,2,1,SLOT_ASCENDING
999,17,3,23,SLOT_ASCENDING
999,17,4,18,SLOT_ASCENDING
999,17,5,0,SLOT_ASCENDING
999,17,6,7,SLOT_ASCENDING
999,17,7,15,SLOT_ASCENDING
999,17,8,21,SLOT_ASCENDING
999,17,9,9,SLOT_ASCENDING
999,18,1,8,SLOT_ASCENDING
999,18,2,10,SLOT_ASCENDING
999,18,3,3,SLOT_ASCENDING
999,18,4,23,SLOT_ASCENDING
999,18,5,20,SLOT_ASCENDING
999,18,6,24,SLOT_ASCENDING
999,18,7,7,SLOT_ASCENDING
999,18,8,26,SLOT_ASCENDING
999,18,9,6,SLOT_ASCENDING
999,19,1,11,SLOT_ASCENDING
999,19,2,22,SLOT_ASCENDING
999,19,3,18,SLOT_ASCENDING
999,19,4,28,SLOT_ASCENDING
999,19,5,16,SLOT_ASCENDING
999,19,6,14,SLOT_ASCENDING
999,19,7,5,SLOT_ASCENDING
999,19,8,27,SLOT_ASCENDING
999,19,9,29,SLOT_ASCENDING
999,20,1,12,SLOT_ASCENDING
999,20,2,19,SLOT_ASCENDING
999,20,3,13,SLOT_ASCENDING
999,20,4,17,SLOT_ASCENDING
999,20,5,2,SLOT_ASCENDING
999,20,6,25,SLOT_ASCENDING
999,20,7,4,SLOT_ASCENDING
999,20,8,1,SLOT_ASCENDING
999,20,9,0,SLOT_ASCENDING
