FileID,RelativePath,OriginalFineClass,effective_observations_train,effective_observations_validation,effective_observations_test,effective_observation_file_associations,percent_train_within_source_file,percent_validation_within_source_file,percent_test_within_source_file,partitions_present,partition_presence_mask
146,DDoS-TCP_Flood/DDoS-TCP_Flood7.pcap.csv,DDoS-TCP_Flood,105096,13198,13225,131519,79.90936670747192,10.035051969677385,10.05558132285069,3,7
147,DDoS-TCP_Flood/DDoS-TCP_Flood8.pcap.csv,DDoS-TCP_Flood,103709,12975,12932,129616,80.01249845698062,10.010338229848166,9.977163313171214,3,7
148,DDoS-TCP_Flood/DDoS-TCP_Flood9.pcap.csv,DDoS-TCP_Flood,120169,15054,15106,150329,79.93733743988186,10.014035881300348,10.048626678817794,3,7
149,DDoS-UDP_Flood/DDoS-UDP_Flood.pcap.csv,DDoS-UDP_Flood,102672,12756,12881,128309,80.01932834017879,9.94162529518584,10.039046364635372,3,7
150,DDoS-UDP_Flood/DDoS-UDP_Flood1.pcap.csv,DDoS-UDP_Flood,101201,12716,12562,126479,80.01407348255442,10.053842930446951,9.932083586998631,3,7
151,DDoS-UDP_Flood/DDoS-UDP_Flood10.pcap.csv,DDoS-UDP_Flood,125160,15504,15691,156355,80.0486073358703,9.915896517540213,10.035496146589493,3,7
152,DDoS-UDP_Flood/DDoS-UDP_Flood11.pcap.csv,DDoS-UDP_Flood,119199,14877,15154,149230,79.87603028881593,9.969175098840715,10.154794612343363,3,7
153,DDoS-UDP_Flood/DDoS-UDP_Flood12.pcap.csv,DDoS-UDP_Flood,117307,14519,14737,146563,80.03861820514045,9.906320149014418,10.055061645845132,3,7
154,DDoS-UDP_Flood/DDoS-UDP_Flood13.pcap.csv,DDoS-UDP_Flood,111934,14065,13877,139876,80.02373530841602,10.05533472504218,9.920929966541793,3,7
155,DDoS-UDP_Flood/DDoS-UDP_Flood14.pcap.csv,DDoS-UDP_Flood,113969,14264,14402,142635,79.90254846285974,10.000350545097627,10.097100992042627,3,7
156,DDoS-UDP_Flood/DDoS-UDP_Flood15.pcap.csv,DDoS-UDP_Flood,110993,13957,14002,138952,79.87866313547124,10.044475790200933,10.076861074327825,3,7
157,DDoS-UDP_Flood/DDoS-UDP_Flood16.pcap.csv,DDoS-UDP_Flood,93947,11850,11880,117677,79.83463208613408,10.06993720098235,10.095430712883571,3,7
158,DDoS-UDP_Flood/DDoS-UDP_Flood17.pcap.csv,DDoS-UDP_Flood,101498,12594,12583,126675,80.12472863627393,9.941977501480165,9.933293862245906,3,7
159,DDoS-UDP_Flood/DDoS-UDP_Flood18.pcap.csv,DDoS-UDP_Flood,103495,12896,13189,129580,79.8695786386788,9.952153110047847,10.178268251273344,3,7
160,DDoS-UDP_Flood/DDoS-UDP_Flood19.pcap.csv,DDoS-UDP_Flood,106672,13414,13305,133391,79.96941322877855,10.056150714815843,9.974436056405604,3,7
161,DDoS-UDP_Flood/DDoS-UDP_Flood2.pcap.csv,DDoS-UDP_Flood,123414,15512,15143,154069,80.10307070208802,10.06821618885045,9.828713109061525,3,7
162,DDoS-UDP_Flood/DDoS-UDP_Flood20.pcap.csv,DDoS-UDP_Flood,38047,4748,4864,47659,79.831721185925,9.962441511571791,10.2058373025032,3,7
163,DDoS-UDP_Flood/DDoS-UDP_Flood3.pcap.csv,DDoS-UDP_Flood,123089,15553,15474,154116,79.86776194554751,10.091749072127488,10.040488982325002,3,7
164,DDoS-UDP_Flood/DDoS-UDP_Flood4.pcap.csv,DDoS-UDP_Flood,111773,13978,14042,139793,79.9560779152032,9.99907005357922,10.044852031217586,3,7
165,DDoS-UDP_Flood/DDoS-UDP_Flood5.pcap.csv,DDoS-UDP_Flood,146415,18368,18526,183309,79.87332864180155,10.020239049910261,10.106432308288191,3,7
166,DDoS-UDP_Flood/DDoS-UDP_Flood6.pcap.csv,DDoS-UDP_Flood,135463,16890,17071,169424,79.9550240815941,9.969071678156578,10.075904240249315,3,7
167,DDoS-UDP_Flood/DDoS-UDP_Flood7.pcap.csv,DDoS-UDP_Flood,130427,16264,16381,163072,79.98123528257457,9.97350863422292,10.045256083202512,3,7
168,DDoS-UDP_Flood/DDoS-UDP_Flood8.pcap.csv,DDoS-UDP_Flood,130668,16255,16222,163145,80.09316865365166,9.963529375708726,9.943301970639615,3,7
169,DDoS-UDP_Flood/DDoS-UDP_Flood9.pcap.csv,DDoS-UDP_Flood,120002,14896,15111,150009,79.99653354132086,9.930070862414922,10.073395596264223,3,7
170,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation.pcap.csv,DDoS-UDP_Fragmentation,18028,2218,2283,22529,80.02130587243109,9.845088552532292,10.13360557503662,3,7
171,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation1.pcap.csv,DDoS-UDP_Fragmentation,18013,2224,2288,22525,79.96892341842397,9.873473917869035,10.157602663706992,3,7
172,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation10.pcap.csv,DDoS-UDP_Fragmentation,17843,2205,2298,22346,79.84874250425132,9.867537814373938,10.283719681374743,3,7
173,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation11.pcap.csv,DDoS-UDP_Fragmentation,18232,2305,2355,22892,79.64354359601607,10.069019744889044,10.28743665909488,3,7
174,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation12.pcap.csv,DDoS-UDP_Fragmentation,12358,1605,1565,15528,79.58526532715095,10.336166924265843,10.078567748583204,3,7
175,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation2.pcap.csv,DDoS-UDP_Fragmentation,17935,2251,2163,22349,80.24967560069801,10.0720390174057,9.678285381896282,3,7
176,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation3.pcap.csv,DDoS-UDP_Fragmentation,18514,2359,2287,23160,79.93955094991364,10.18566493955095,9.874784110535407,3,7
177,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation4.pcap.csv,DDoS-UDP_Fragmentation,18157,2230,2311,22698,79.99383205568772,9.824654154551062,10.181513789761212,3,7
178,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation5.pcap.csv,DDoS-UDP_Fragmentation,18465,2333,2314,23112,79.89356178608514,10.094323295257874,10.012114918656975,3,7
179,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation6.pcap.csv,DDoS-UDP_Fragmentation,17783,2249,2204,22236,79.97391617197337,10.114229177909696,9.911854650116927,3,7
180,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation7.pcap.csv,DDoS-UDP_Fragmentation,18073,2282,2299,22654,79.7784055795886,10.073276242606163,10.148318177805244,3,7
181,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation8.pcap.csv,DDoS-UDP_Fragmentation,18076,2215,2316,22607,79.95753527668421,9.797850223382138,10.244614499933649,3,7
182,DDoS-UDP_Fragmentation/DDoS-UDP_Fragmentation9.pcap.csv,DDoS-UDP_Fragmentation,17734,2188,2175,22097,80.25523826763813,9.901796623976105,9.842965108385753,3,7
183,DictionaryBruteForce/DictionaryBruteForce.pcap.csv,DictionaryBruteForce,10436,1304,1304,13044,80.00613308800982,9.996933455995093,9.996933455995093,3,7
184,DNS_Spoofing/DNS_Spoofing.pcap.csv,DNS_Spoofing,139014,17449,17189,173652,80.05320986801189,10.048257434409049,9.898532697579066,3,7
185,DoS-HTTP_Flood/DoS-HTTP_Flood.pcap.csv,DoS-HTTP_Flood,32484,4114,4062,40660,79.8917855386129,10.118052139695031,9.99016232169208,3,7
186,DoS-HTTP_Flood/DoS-HTTP_Flood1.pcap.csv,DoS-HTTP_Flood,24636,3088,3143,30867,79.81339294392069,10.004211617585124,10.182395438494185,3,7
187,DoS-SYN_Flood/DoS-SYN_Flood.pcap.csv,DoS-SYN_Flood,184367,23373,23162,230902,79.84642835488648,10.122476202025101,10.03109544308841,3,7
188,DoS-SYN_Flood/DoS-SYN_Flood1.pcap.csv,DoS-SYN_Flood,123016,15296,15378,153690,80.04164226690091,9.952501789316155,10.00585594378294,3,7
189,DoS-SYN_Flood/DoS-SYN_Flood2.pcap.csv,DoS-SYN_Flood,151711,18982,18914,189607,80.01339612988971,10.011233762466576,9.975370107643705,3,7
190,DoS-SYN_Flood/DoS-SYN_Flood3.pcap.csv,DoS-SYN_Flood,121224,15248,15208,151680,79.92088607594937,10.052742616033756,10.026371308016877,3,7
191,DoS-SYN_Flood/DoS-SYN_Flood4.pcap.csv,DoS-SYN_Flood,139317,17321,17388,174026,80.055279096227,9.953110454759633,9.991610449013367,3,7
192,DoS-SYN_Flood/DoS-SYN_Flood5.pcap.csv,DoS-SYN_Flood,135627,17031,17020,169678,79.93198882589375,10.037247020827685,10.030764153278563,3,7
193,DoS-SYN_Flood/DoS-SYN_Flood6.pcap.csv,DoS-SYN_Flood,126096,15813,15801,157710,79.95434658550504,10.026631158455393,10.019022256039566,3,7
194,DoS-SYN_Flood/DoS-SYN_Flood7.pcap.csv,DoS-SYN_Flood,123155,15449,15297,153901,80.02222207782926,10.038271356261493,9.939506565909253,3,7
195,DoS-TCP_Flood/DoS-TCP_Flood.pcap.csv,DoS-TCP_Flood,103898,12950,13025,129873,79.99969200680665,9.971279634720073,10.029028358473278,3,7
196,DoS-TCP_Flood/DoS-TCP_Flood1.pcap.csv,DoS-TCP_Flood,128069,15941,16084,160094,79.9961272752258,9.957275100878235,10.046597623895961,3,7
197,DoS-TCP_Flood/DoS-TCP_Flood10.pcap.csv,DoS-TCP_Flood,41934,5226,5051,52211,80.31640841968168,10.009384995499033,9.674206584819292,3,7
198,DoS-TCP_Flood/DoS-TCP_Flood2.pcap.csv,DoS-TCP_Flood,132116,16558,16491,165165,79.99031271758544,10.025126388762752,9.984560893651803,3,7
199,DoS-TCP_Flood/DoS-TCP_Flood3.pcap.csv,DoS-TCP_Flood,116404,14566,14437,145407,80.05391762432345,10.017399437441114,9.928682938235436,3,7
200,DoS-TCP_Flood/DoS-TCP_Flood4.pcap.csv,DoS-TCP_Flood,112702,14101,13999,140802,80.04289711793867,10.014772517435832,9.942330364625503,3,7
201,DoS-TCP_Flood/DoS-TCP_Flood5.pcap.csv,DoS-TCP_Flood,107400,13492,13501,134393,79.91487651886631,10.039213351885888,10.045910129247803,3,7
202,DoS-TCP_Flood/DoS-TCP_Flood6.pcap.csv,DoS-TCP_Flood,109576,13735,13758,137069,79.94221888246066,10.020500623773428,10.037280493765914,3,7
203,DoS-TCP_Flood/DoS-TCP_Flood7.pcap.csv,DoS-TCP_Flood,106877,13401,13357,133635,79.97680248437909,10.028061510831742,9.995136004789165,3,7
204,DoS-TCP_Flood/DoS-TCP_Flood8.pcap.csv,DoS-TCP_Flood,109436,13752,13702,136890,79.944480970122,10.046022353714662,10.009496676163343,3,7
205,DoS-TCP_Flood/DoS-TCP_Flood9.pcap.csv,DoS-TCP_Flood,109197,13788,13648,136633,79.91993149531957,10.091266385133899,9.988802119546522,3,7
206,DoS-UDP_Flood/DoS-UDP_Flood.pcap.csv,DoS-UDP_Flood,92506,11430,11711,115647,79.98996947607806,9.883524864458222,10.126505659463714,3,7
207,DoS-UDP_Flood/DoS-UDP_Flood1.pcap.csv,DoS-UDP_Flood,77311,9595,9914,96820,79.85023755422434,9.9101425325346,10.239619913241066,3,7
208,DoS-UDP_Flood/DoS-UDP_Flood10.pcap.csv,DoS-UDP_Flood,132941,16671,16877,166489,79.8497198013082,10.013274150244161,10.137006048447645,3,7
209,DoS-UDP_Flood/DoS-UDP_Flood11.pcap.csv,DoS-UDP_Flood,139096,17487,17308,173891,79.99033877543978,10.05629963597886,9.953361588581354,3,7
210,DoS-UDP_Flood/DoS-UDP_Flood12.pcap.csv,DoS-UDP_Flood,122558,15407,15372,153337,79.92721913171641,10.047803204705975,10.02497766357761,3,7
211,DoS-UDP_Flood/DoS-UDP_Flood13.pcap.csv,DoS-UDP_Flood,135838,16870,17036,169744,80.02521444056933,9.938495616929023,10.03628994250165,3,7
212,DoS-UDP_Flood/DoS-UDP_Flood14.pcap.csv,DoS-UDP_Flood,117601,14512,14728,146841,80.087305316635,9.882798400991549,10.029896282373452,3,7
213,DoS-UDP_Flood/DoS-UDP_Flood15.pcap.csv,DoS-UDP_Flood,140303,17455,17217,174975,80.18459779968568,9.975710815830833,9.839691384483498,3,7
214,DoS-UDP_Flood/DoS-UDP_Flood16.pcap.csv,DoS-UDP_Flood,83901,10459,10767,105127,79.80918317844132,9.948918926631597,10.241897894927089,3,7
215,DoS-UDP_Flood/DoS-UDP_Flood2.pcap.csv,DoS-UDP_Flood,59240,7362,7400,74002,80.05189048944624,9.948379773519635,9.999729737034134,3,7
216,DoS-UDP_Flood/DoS-UDP_Flood3.pcap.csv,DoS-UDP_Flood,68058,8582,8506,85146,79.93094214643084,10.0791581518803,9.989899701688865,3,7
217,DoS-UDP_Flood/DoS-UDP_Flood4.pcap.csv,DoS-UDP_Flood,85586,10809,10865,107260,79.79302629125489,10.077382062278575,10.12959164646653,3,7
218,DoS-UDP_Flood/DoS-UDP_Flood5.pcap.csv,DoS-UDP_Flood,63835,8224,7917,79976,79.81769530859258,10.283084925477644,9.899219765929779,3,7
219,DoS-UDP_Flood/DoS-UDP_Flood6.pcap.csv,DoS-UDP_Flood,71796,9053,8863,89712,80.02942750133761,10.091180667023364,9.879391831639023,3,7
220,DoS-UDP_Flood/DoS-UDP_Flood7.pcap.csv,DoS-UDP_Flood,112778,14095,14234,141107,79.92374580991729,9.988873691595739,10.087380498486963,3,7
221,DoS-UDP_Flood/DoS-UDP_Flood8.pcap.csv,DoS-UDP_Flood,98356,12389,12186,122931,80.00911080199461,10.07801124207889,9.912877955926495,3,7
222,DoS-UDP_Flood/DoS-UDP_Flood9.pcap.csv,DoS-UDP_Flood,80635,9956,10183,100774,80.01567864727014,9.87953241907635,10.104788933653522,3,7
223,Mirai-greeth_flood/Mirai-greeth_flood.pcap.csv,Mirai-greeth_flood,26725,3408,3278,33411,79.98862650025441,10.20023345604741,9.811140043698183,3,7
224,Mirai-greeth_flood/Mirai-greeth_flood1.pcap.csv,Mirai-greeth_flood,27172,3385,3434,33991,79.93880733135242,9.958518431349475,10.102674237298109,3,7
225,Mirai-greeth_flood/Mirai-greeth_flood10.pcap.csv,Mirai-greeth_flood,27530,3424,3469,34423,79.97559771083287,9.94683787002876,10.077564419138367,3,7
226,Mirai-greeth_flood/Mirai-greeth_flood11.pcap.csv,Mirai-greeth_flood,27573,3482,3432,34487,79.95186592049178,10.096558123350828,9.951575956157393,3,7
227,Mirai-greeth_flood/Mirai-greeth_flood12.pcap.csv,Mirai-greeth_flood,27411,3399,3373,34183,80.18898282772138,9.94353918614516,9.867477986133459,3,7
228,Mirai-greeth_flood/Mirai-greeth_flood13.pcap.csv,Mirai-greeth_flood,27598,3407,3392,34397,80.23374131464954,9.904933569788064,9.861325115562403,3,7
229,Mirai-greeth_flood/Mirai-greeth_flood14.pcap.csv,Mirai-greeth_flood,27180,3379,3334,33893,80.19355029062048,9.969610244003187,9.83683946537633,3,7
230,Mirai-greeth_flood/Mirai-greeth_flood15.pcap.csv,Mirai-greeth_flood,27211,3395,3403,34009,80.01117351289365,9.98265165103355,10.006174836072804,3,7
231,Mirai-greeth_flood/Mirai-greeth_flood16.pcap.csv,Mirai-greeth_flood,27124,3381,3421,33926,79.95048045746626,9.965807934917173,10.083711607616577,3,7
232,Mirai-greeth_flood/Mirai-greeth_flood17.pcap.csv,Mirai-greeth_flood,27113,3446,3351,33910,79.95576526098496,10.162194043055147,9.882040695959894,3,7
233,Mirai-greeth_flood/Mirai-greeth_flood18.pcap.csv,Mirai-greeth_flood,27129,3467,3378,33974,79.85223994819567,10.20486254194384,9.942897509860481,3,7
234,Mirai-greeth_flood/Mirai-greeth_flood19.pcap.csv,Mirai-greeth_flood,27198,3359,3369,33926,80.16860225196015,9.9009609149325,9.93043683310735,3,7
235,Mirai-greeth_flood/Mirai-greeth_flood2.pcap.csv,Mirai-greeth_flood,27161,3466,3277,33904,80.11149126946673,10.22298253893346,9.665526191599811,3,7
236,Mirai-greeth_flood/Mirai-greeth_flood20.pcap.csv,Mirai-greeth_flood,27336,3448,3309,34093,80.18068225148858,10.11351303786701,9.705804710644413,3,7
237,Mirai-greeth_flood/Mirai-greeth_flood21.pcap.csv,Mirai-greeth_flood,27690,3471,3462,34623,79.97573867082575,10.025127805216187,9.999133523958063,3,7
238,Mirai-greeth_flood/Mirai-greeth_flood22.pcap.csv,Mirai-greeth_flood,27164,3499,3440,34103,79.65281646775944,10.260094419845762,10.087089112394803,3,7
239,Mirai-greeth_flood/Mirai-greeth_flood23.pcap.csv,Mirai-greeth_flood,27414,3313,3545,34272,79.98949579831933,9.666783380018675,10.343720821661998,3,7
240,Mirai-greeth_flood/Mirai-greeth_flood24.pcap.csv,Mirai-greeth_flood,26917,3435,3351,33703,79.86529389075156,10.191971041153607,9.942735068094828,3,7
241,Mirai-greeth_flood/Mirai-greeth_flood25.pcap.csv,Mirai-greeth_flood,27020,3393,3310,33723,80.12335794561575,10.061382439284762,9.815259615099487,3,7
242,Mirai-greeth_flood/Mirai-greeth_flood26.pcap.csv,Mirai-greeth_flood,27480,3466,3464,34410,79.86050566695728,10.07265329845975,10.06684103458297,3,7
243,Mirai-greeth_flood/Mirai-greeth_flood27.pcap.csv,Mirai-greeth_flood,27343,3376,3411,34130,80.11426897157925,9.891590975681218,9.994140052739525,3,7
244,Mirai-greeth_flood/Mirai-greeth_flood28.pcap.csv,Mirai-greeth_flood,27116,3352,3438,33906,79.9740458915826,9.886155842623724,10.139798265793665,3,7
245,Mirai-greeth_flood/Mirai-greeth_flood3.pcap.csv,Mirai-greeth_flood,27045,3358,3480,33883,79.81878818286457,9.910574624442935,10.2706371926925,3,7
246,Mirai-greeth_flood/Mirai-greeth_flood4.pcap.csv,Mirai-greeth_flood,27039,3444,3409,33892,79.77988905936505,10.16169007435383,10.058420866281129,3,7
247,Mirai-greeth_flood/Mirai-greeth_flood5.pcap.csv,Mirai-greeth_flood,26962,3489,3389,33840,79.67494089834516,10.310283687943262,10.014775413711584,3,7
248,Mirai-greeth_flood/Mirai-greeth_flood6.pcap.csv,Mirai-greeth_flood,27229,3420,3372,34021,80.03586020399165,10.052614561594309,9.911525234414038,3,7
249,Mirai-greeth_flood/Mirai-greeth_flood7.pcap.csv,Mirai-greeth_flood,27216,3373,3467,34056,79.9154334038055,9.904275311252055,10.180291284942447,3,7
250,Mirai-greeth_flood/Mirai-greeth_flood8.pcap.csv,Mirai-greeth_flood,27088,3399,3407,33894,79.91974980822565,10.028323597096831,10.051926594677525,3,7
251,Mirai-greeth_flood/Mirai-greeth_flood9.pcap.csv,Mirai-greeth_flood,27703,3459,3478,34640,79.97401847575058,9.985565819861431,10.040415704387991,3,7
252,Mirai-greip_flood/Mirai-greip_flood.pcap.csv,Mirai-greip_flood,28158,3510,3360,35028,80.3871188763275,10.020554984583761,9.59232613908873,3,7
253,Mirai-greip_flood/Mirai-greip_flood1.pcap.csv,Mirai-greip_flood,27890,3531,3625,35046,79.58112195400331,10.075329566854991,10.343548479141699,3,7
254,Mirai-greip_flood/Mirai-greip_flood10.pcap.csv,Mirai-greip_flood,28154,3487,3454,35095,80.22225388231942,9.93588830317709,9.841857814503491,3,7
255,Mirai-greip_flood/Mirai-greip_flood11.pcap.csv,Mirai-greip_flood,27947,3481,3352,34780,80.35365152386429,10.00862564692352,9.63772282921219,3,7
256,Mirai-greip_flood/Mirai-greip_flood12.pcap.csv,Mirai-greip_flood,28181,3454,3461,35096,80.29689993161614,9.841577387736494,9.861522680647367,3,7
257,Mirai-greip_flood/Mirai-greip_flood13.pcap.csv,Mirai-greip_flood,28104,3427,3511,35042,80.20090177501284,9.779692939900691,10.019405285086467,3,7
258,Mirai-greip_flood/Mirai-greip_flood14.pcap.csv,Mirai-greip_flood,28004,3476,3544,35024,79.95660118775697,9.924623115577889,10.118775696665145,3,7
259,Mirai-greip_flood/Mirai-greip_flood15.pcap.csv,Mirai-greip_flood,27812,3610,3574,34996,79.47193965024574,10.315464624528518,10.21259572522574,3,7
260,Mirai-greip_flood/Mirai-greip_flood16.pcap.csv,Mirai-greip_flood,27683,3533,3428,34644,79.90705461263134,10.198014086133242,9.894931301235424,3,7
261,Mirai-greip_flood/Mirai-greip_flood17.pcap.csv,Mirai-greip_flood,28648,3597,3623,35868,79.87063677930189,10.028437604550017,10.100925616148098,3,7
262,Mirai-greip_flood/Mirai-greip_flood18.pcap.csv,Mirai-greip_flood,27133,3396,3389,33918,79.99587239813668,10.012382805589953,9.991744796273364,3,7
263,Mirai-greip_flood/Mirai-greip_flood19.pcap.csv,Mirai-greip_flood,27711,3515,3551,34777,79.68197371826207,10.107254794835667,10.210771486902264,3,7
264,Mirai-greip_flood/Mirai-greip_flood2.pcap.csv,Mirai-greip_flood,27859,3409,3479,34747,80.17670590266786,9.810918928252798,10.012375169079345,3,7
265,Mirai-greip_flood/Mirai-greip_flood20.pcap.csv,Mirai-greip_flood,27955,3491,3552,34998,79.8759929138808,9.974855706040346,10.149151380078862,3,7
266,Mirai-greip_flood/Mirai-greip_flood21.pcap.csv,Mirai-greip_flood,9577,1190,1209,11976,79.96826987307949,9.936539746158985,10.095190380761522,3,7
267,Mirai-greip_flood/Mirai-greip_flood3.pcap.csv,Mirai-greip_flood,28060,3469,3520,35049,80.05934548774573,9.897571970669635,10.043082541584639,3,7
268,Mirai-greip_flood/Mirai-greip_flood4.pcap.csv,Mirai-greip_flood,28468,3610,3637,35715,79.70880582388352,10.10779784404312,10.18339633207336,3,7
269,Mirai-greip_flood/Mirai-greip_flood5.pcap.csv,Mirai-greip_flood,28372,3480,3545,35397,80.15368534056559,9.831341639121959,10.014973020312455,3,7
270,Mirai-greip_flood/Mirai-greip_flood6.pcap.csv,Mirai-greip_flood,28685,3636,3694,36015,79.64736915174232,10.09579341940858,10.25683742884909,3,7
271,Mirai-greip_flood/Mirai-greip_flood7.pcap.csv,Mirai-greip_flood,28431,3519,3471,35421,80.26594393156601,9.934784449902601,9.79927161853138,3,7
272,Mirai-greip_flood/Mirai-greip_flood8.pcap.csv,Mirai-greip_flood,28552,3600,3570,35722,79.92833547953641,10.07782319019092,9.99384133027266,3,7
273,Mirai-greip_flood/Mirai-greip_flood9.pcap.csv,Mirai-greip_flood,27968,3469,3441,34878,80.18808417913871,9.946097826710247,9.86581799415104,3,7
274,Mirai-udpplain/Mirai-udpplain.pcap.csv,Mirai-udpplain,29110,3669,3588,36367,80.04509582863585,10.088816784447438,9.86608738691671,3,7
275,Mirai-udpplain/Mirai-udpplain1.pcap.csv,Mirai-udpplain,28996,3575,3715,36286,79.90960701096841,9.852284627680097,10.238108361351486,3,7
276,Mirai-udpplain/Mirai-udpplain10.pcap.csv,Mirai-udpplain,29121,3636,3569,36326,80.16572152177504,10.009359687276332,9.824918790948631,3,7
277,Mirai-udpplain/Mirai-udpplain11.pcap.csv,Mirai-udpplain,28758,3563,3524,35845,80.22876272841401,9.940019528525596,9.8312177430604,3,7
278,Mirai-udpplain/Mirai-udpplain12.pcap.csv,Mirai-udpplain,28678,3566,3635,35879,79.92976392876055,9.938961509518103,10.13127456172134,3,7
279,Mirai-udpplain/Mirai-udpplain13.pcap.csv,Mirai-udpplain,28863,3514,3607,35984,80.21064917741218,9.765451311694086,10.023899510893731,3,7
280,Mirai-udpplain/Mirai-udpplain14.pcap.csv,Mirai-udpplain,28984,3530,3554,36068,80.35932128202285,9.787068869912387,9.853609848064767,3,7
281,Mirai-udpplain/Mirai-udpplain15.pcap.csv,Mirai-udpplain,28785,3559,3637,35981,80.00055584892026,9.891331536088492,10.108112614991246,3,7
282,Mirai-udpplain/Mirai-udpplain16.pcap.csv,Mirai-udpplain,28677,3522,3714,35913,79.85130732603793,9.807033664689667,10.341659009272409,3,7
283,Mirai-udpplain/Mirai-udpplain17.pcap.csv,Mirai-udpplain,28958,3597,3549,36104,80.2071792599158,9.96288499889209,9.829935741192111,3,7
284,Mirai-udpplain/Mirai-udpplain18.pcap.csv,Mirai-udpplain,28713,3529,3730,35972,79.82041587901702,9.810408095185144,10.369176025797843,3,7
285,Mirai-udpplain/Mirai-udpplain19.pcap.csv,Mirai-udpplain,28844,3533,3696,36073,79.96008094696865,9.79402877498406,10.245890278047293,3,7
286,Mirai-udpplain/Mirai-udpplain2.pcap.csv,Mirai-udpplain,28953,3582,3534,36069,80.27114696831073,9.93096564917242,9.797887382516842,3,7
287,Mirai-udpplain/Mirai-udpplain20.pcap.csv,Mirai-udpplain,28875,3526,3611,36012,80.18160613128957,9.791180717538598,10.027213151171832,3,7
288,Mirai-udpplain/Mirai-udpplain21.pcap.csv,Mirai-udpplain,28837,3694,3636,36167,79.73290568750518,10.213730749025355,10.05336356346946,3,7
289,Mirai-udpplain/Mirai-udpplain22.pcap.csv,Mirai-udpplain,29273,3523,3622,36418,80.38058103135812,9.673787687407327,9.945631281234554,3,7
290,Mirai-udpplain/Mirai-udpplain23.pcap.csv,Mirai-udpplain,29035,3769,3589,36393,79.78182617536339,10.356387217322013,9.861786607314594,3,7
291,Mirai-udpplain/Mirai-udpplain24.pcap.csv,Mirai-udpplain,11937,1516,1547,15000,79.58,10.106666666666667,10.313333333333333,3,7
292,Mirai-udpplain/Mirai-udpplain3.pcap.csv,Mirai-udpplain,29247,3674,3614,36535,80.05200492678254,10.056110578896948,9.891884494320514,3,7
293,Mirai-udpplain/Mirai-udpplain4.pcap.csv,Mirai-udpplain,28175,3444,3610,35229,79.97672372193364,9.776036787873627,10.247239490192738,3,7
294,Mirai-udpplain/Mirai-udpplain5.pcap.csv,Mirai-udpplain,28566,3562,3613,35741,79.9250160879662,9.966145323298173,10.108838588735626,3,7
295,Mirai-udpplain/Mirai-udpplain6.pcap.csv,Mirai-udpplain,28603,3605,3567,35775,79.95248078266947,10.07686932215234,9.970649895178196,3,7
296,Mirai-udpplain/Mirai-udpplain7.pcap.csv,Mirai-udpplain,28834,3615,3608,36057,79.96782871564467,10.025792495215908,10.006378789139418,3,7
297,Mirai-udpplain/Mirai-udpplain8.pcap.csv,Mirai-udpplain,29124,3684,3618,36426,79.95387909734805,10.113655081535168,9.932465821116784,3,7
298,Mirai-udpplain/Mirai-udpplain9.pcap.csv,Mirai-udpplain,29453,3698,3621,36772,80.0962689002502,10.056564777548134,9.847166322201675,3,7
299,MITM-ArpSpoofing/MITM-ArpSpoofing.pcap.csv,MITM-ArpSpoofing,182036,22650,22872,227558,79.99542973659463,9.95350635881841,10.051063904586963,3,7
300,MITM-ArpSpoofing/MITM-ArpSpoofing1.pcap.csv,MITM-ArpSpoofing,42079,5303,5332,52714,79.82509390294798,10.059946124369239,10.11495997268278,3,7
301,Recon-HostDiscovery/Recon-HostDiscovery.pcap.csv,Recon-HostDiscovery,106430,13367,13445,133242,79.87721589288662,10.032122003572447,10.090662103540925,3,7
302,Recon-OSScan/Recon-OSScan.pcap.csv,Recon-OSScan,77221,9714,9422,96357,80.1405191112218,10.08126031321025,9.77822057556794,3,7
303,Recon-PingSweep/Recon-PingSweep.pcap.csv,Recon-PingSweep,1820,217,225,2262,80.45977011494253,9.593280282935455,9.946949602122016,3,7
304,Recon-PortScan/Recon-PortScan.pcap.csv,Recon-PortScan,64123,7998,8049,80170,79.98378445802669,9.97630036173132,10.039915180241985,3,7
305,SqlInjection/SqlInjection.pcap.csv,SqlInjection,4215,526,502,5243,80.3929048254816,10.032424184627121,9.574670989891283,3,7
306,Uploading_Attack/Uploading_Attack.pcap.csv,Uploading_Attack,977,134,141,1252,78.03514376996804,10.702875399361023,11.261980830670927,3,7
307,VulnerabilityScan/VulnerabilityScan.pcap.csv,VulnerabilityScan,297232,37066,37207,371505,80.00753691067415,9.977254680286942,10.015208409038909,3,7
