run_index,run_directory,filename,size_bytes,sha256
23,run_023__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P2,RUN_STATE.json,237,4647400CADA2BF4A6B42DC8E93B96FEF3BE0D97B86CA633C5CC8021A805434D9
24,run_024__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,555CA740831E573BF1DF98294C32CECA51C7108D2934742E8307A233DCDE8632
24,run_024__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,179329,3565CD34798B3FD955E7233BD90F074D553E5ADF3188851ED8964C01CD5FCF4E
24,run_024__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1737,B8DD854357B3DFB97990C0AF302D4F20F81D9FDF42054A8FAECDFB900616558C
24,run_024__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1101,FC68964A3D2498F5648DB35784011BF4E47C04996325E782ADD986DA8209D548
24,run_024__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P4,RUN_CONTRACT.json,427,62CD4AA2045229C6DA7DF427C9A909BF6DB4F1A942C83400AAB62B477E849DCC
24,run_024__alpha_0p1_seed_42__FEDPROX__SIGNFLIP_MU0P4,RUN_STATE.json,238,F2C4B395518D83258D73E96CEA6F04D8C5EB2C2212CA6ED156A7343B7416D655
25,run_025__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__CLEAN,BEST_STATE.pt,179065,224F7E216FA08877F82A522269C237AD152D7F2CB09ABA26D85F7B59F4D44877
25,run_025__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__CLEAN,ROUND_CHECKPOINT.pt,179329,C5320EA06A82527E148E74CF7C93B4A46A4A3EC4B50842189D921FB3186C87A1
25,run_025__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__CLEAN,ROUND_VALIDATION_METRICS.csv,1657,826A993BA5B71E2DE83F7DF22BD50643F90C4C68EA8A0DBB377355708A4E47E3
25,run_025__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__CLEAN,RUN_COMPLETE.json,1104,6D7213C4F5FAE8AE1DB2813E561471526856610BF15034158844151C80D5CA68
25,run_025__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__CLEAN,RUN_CONTRACT.json,430,05A70176702832314A386CE52042CA5BFBA8A3080C707DF038CA69222598D054
25,run_025__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__CLEAN,RUN_STATE.json,238,02C257FED6E783832F1C7808257E831FF53BEA95AD0D63CB3808D511D49DEEF0
26,run_026__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,550DEF4674D9DEC7162E46DB60B44C67EE83DE7B33FB7DD88584C0873D735EA1
26,run_026__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,179329,61C59219AFFF683D9FB6D783350621130C96F02B530CFB4A8301E9710E0531BE
26,run_026__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1664,92975C6E14D7BD10AD8EEB564D04E22DCE156DEFF1F444854A72804646508C04
26,run_026__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1113,5312F87ACE4F07F3086E2D574ECA8CB2CBF7F6F69D103C3FBB25AE4455299459
26,run_026__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,RUN_CONTRACT.json,439,A89731355013E66880FBC17431896AC5CB0399A89E47BE01A95D70075B6FA183
26,run_026__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,RUN_STATE.json,237,F848583B0F01B0C2BC3425676A74FCA55FE5504DF47BD9B86E541CC3CAC4421E
27,run_027__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,A32EA3C495F54A2FC354574531783DDAC451A8269CAB12E4C6E437ABE4C2788A
27,run_027__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,179329,2F0423754984068A18423F1AF9350B2B0B0961C89C3DBF4809BFCC9644A0EBFA
27,run_027__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1699,29B4624BB94921DBE75A2DCA8548F26DA5E7EF7962C88C0C456A0794269466AD
27,run_027__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1112,04CAF966A27822AC23AE57A7858B7AF06D9F903E9837AE4C1ABD71EF9C94360F
27,run_027__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,RUN_CONTRACT.json,439,E2FD9C2764EB36261E0F242D305E000537261B98E2DF978BFDD03A07D8E71A43
27,run_027__alpha_0p1_seed_42__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,RUN_STATE.json,237,C45353CFA4507B72B7326A088BBC877BD01AFF7A48300C369D44FAA924808B35
28,run_028__alpha_0p1_seed_42__FEDLE_ADAPTED__CLEAN,BEST_STATE.pt,179065,372EF9E19D28BE871E11A477A72517CA80A56E443727CA39BCA9B942FA50A72C
28,run_028__alpha_0p1_seed_42__FEDLE_ADAPTED__CLEAN,ROUND_CHECKPOINT.pt,179329,9EDF866A5152FEF5512E3B5835D9A0393C76047AB91F279DCFD84C964DBC7716
28,run_028__alpha_0p1_seed_42__FEDLE_ADAPTED__CLEAN,ROUND_VALIDATION_METRICS.csv,1653,A001CE96918B6487674075388EB5B23354ECFA32004A0E8456ABE97ADB5AA769
28,run_028__alpha_0p1_seed_42__FEDLE_ADAPTED__CLEAN,RUN_COMPLETE.json,1099,76B2D90504F9543BD94A9D8A76CE212A4712123D4224066163D599078F3213D1
28,run_028__alpha_0p1_seed_42__FEDLE_ADAPTED__CLEAN,RUN_CONTRACT.json,424,F78051AF2E65584776A4B0CAC8D34C45F1E3C4E8EF4FAFC66F6A55A9B68C0DE6
28,run_028__alpha_0p1_seed_42__FEDLE_ADAPTED__CLEAN,RUN_STATE.json,239,350B936356705600372C3121F380ED681F99AD6BC54CDF8C90F1BE141E46EE33
29,run_029__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,DEF61FE45B5DA499778E1D1209F94FDBADE0AF961F16867ABE0E31DDF2854037
29,run_029__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,179329,03AA7A70135CCE455A30D88F65F1DE9DC2110D2A186CDCA7FF4B17DDD05F2D14
29,run_029__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1688,52E522E92CCDC003FA214E53713477C67C8AEFD588BEF8DAC7B574B6A33325CE
29,run_029__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1107,E6C0E045BD809767787E0C2CA5A8AD3417BC7DE4D42231B455DA13767DC6F0E4
29,run_029__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P2,RUN_CONTRACT.json,433,99B359E89CE5D98D4BE776674E314DE0298DA3DA0992BA54727269310888FE8E
29,run_029__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P2,RUN_STATE.json,237,37AE51BBAF97A61E3086C29469595AFCC6A4DAD5B44596C02DD3F6B8F13EEA5F
30,run_030__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,6EBAF2623816C18FAE02BE8D47C949C05D062E2DE2359BCFDAE72D82C79094FB
30,run_030__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,179329,5715E16E2FAAC1D81F07633E7A09AEA831F9D5A99A948F9CA1E17FB28511F6D3
30,run_030__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1716,896837CD703F4251F27056CF35BFDC088968BA9872A46CD912CEB5FA3A41400B
30,run_030__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1108,371EB1C4774F9271930939189C5101DECB0324C862912A54F508690476613F29
30,run_030__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P4,RUN_CONTRACT.json,433,F5FA14B63A4C8ACE76B5C6D00FB9E2ECBD42972EDBE46B4E2EA10183D8A10A25
30,run_030__alpha_0p1_seed_42__FEDLE_ADAPTED__SIGNFLIP_MU0P4,RUN_STATE.json,238,3C4BCFA86323CF08161738949537485A6E3825B3BD4D244B782772FF7F4EF4FB
31,run_031__alpha_0p1_seed_42__TEA_FL__CLEAN,BEST_STATE.pt,179065,20FBFAA5418A59A29632D934B11757462B8563A43EFF9F86ADF4000EA3BD53A0
31,run_031__alpha_0p1_seed_42__TEA_FL__CLEAN,ROUND_CHECKPOINT.pt,180161,FE42DF56E4A1002D756B54439BAF52F4AA0FD6DB313BC75F774E7DB48AD36392
31,run_031__alpha_0p1_seed_42__TEA_FL__CLEAN,ROUND_VALIDATION_METRICS.csv,1666,E3E87A1ACDFE6C74E15BA2D9C9F1D66CED15CAECBB6330A36FC9897F24340B31
31,run_031__alpha_0p1_seed_42__TEA_FL__CLEAN,RUN_COMPLETE.json,1091,1F3DBA3ED9470E9F62868DF0A1CD7799437DA587961B1966F95D0B12485AB71A
31,run_031__alpha_0p1_seed_42__TEA_FL__CLEAN,RUN_CONTRACT.json,417,C98CCECBAF0973795CE374ED3AE5697C4AAE315A2A8D7E94E6047177E5996F3D
31,run_031__alpha_0p1_seed_42__TEA_FL__CLEAN,RUN_STATE.json,237,EF543D6A2D1D1A41EC435C412E16916671A61895DA5D9CDE6DF2305397EBFFBE
32,run_032__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,BA03EFB7A64F11F91E2179745130735FAB7EDBADBECF4591027BB0EEBCCDCB43
32,run_032__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,180161,CDB313D663A92FAB963CFBB34DEB692F99C6D0A246A67D6335447F66D1FC2CA1
32,run_032__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1664,99F91D4F0F73106C532013D44C6D794252074CEA4231EC6691621B38FA20723E
32,run_032__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1097,4D729A6F006A9259175C9FB85C6B2DAEE4BF3AB32028F1CE8265B2EDA6563E21
32,run_032__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P2,RUN_CONTRACT.json,426,1F535F4A57D1CE7DFDDA9E6882F39FC450E235741E2940563CC7570C1A08A0F2
32,run_032__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P2,RUN_STATE.json,236,D9674C2296971BE2EB12332F5139230948B2304140A6AB4CFB78C1A772A5B043
33,run_033__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,BF4AABEB27EBA8627337CBC5D0BC020A70973AA798BE7C30EABB8FA3CACE610E
33,run_033__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,180161,EEA4A751BB720282E4E095BB339AF87D044967346B7C7D154A5DE1AA42F043E1
33,run_033__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1684,637F7F36612108C11EA059CBAFF3D71677A7281FABEAC3C161719CB1EB990550
33,run_033__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1100,E6ECFC0F38B56836B3B0A677281CFEE0AAD62A5707D98640D337E6286B4520E1
33,run_033__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P4,RUN_CONTRACT.json,426,5F4AF858A84DA02DACE58C6DE7339A4A8F8DC3AAA892AE9012B24DD3BD32970B
33,run_033__alpha_0p1_seed_42__TEA_FL__SIGNFLIP_MU0P4,RUN_STATE.json,238,CB2211F32CBD041E31F3260D94C9F9C2D28DF6A6BC4BD4938E47EC46621C2D43
34,run_034__alpha_0p1_seed_42__ARL_FL__CLEAN,BEST_STATE.pt,179065,9B6D2135F7AEA3A3B3655683BCBC32B84F50255072D3D84D01F95C95117CB21F
34,run_034__alpha_0p1_seed_42__ARL_FL__CLEAN,ROUND_CHECKPOINT.pt,13931559,362389F52BBD08FF4032F2D0AA01CCCC2EE6B49896D88BC6FF5D2A4E678BDEF7
34,run_034__alpha_0p1_seed_42__ARL_FL__CLEAN,ROUND_VALIDATION_METRICS.csv,1657,5189742E4BBBBFCC3DFD4DE27D16CA21D22F92B1D24EF3C721017C804B6972FD
34,run_034__alpha_0p1_seed_42__ARL_FL__CLEAN,RUN_COMPLETE.json,1088,D670ED93B104543C9149B6915D72020E5DB72D6E7215E6FF311B35A1FB961456
34,run_034__alpha_0p1_seed_42__ARL_FL__CLEAN,RUN_CONTRACT.json,417,DCD19001271EC20A3401F81D8B258B8FCA4394D57A47471E9AA04E851EA32B6F
34,run_034__alpha_0p1_seed_42__ARL_FL__CLEAN,RUN_STATE.json,235,0254F4430C499E1544AB1CFFA29FFB7CD51BD467B3FCE4A3CFEB11B9559C5D39
35,run_035__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,675D2F72359E887C2E005455831A9C346C9FD536CA467908CFCDD56DFC651BBA
35,run_035__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,13931559,3F74400A506E14B166A5EA9F929EEE9FD1095B26F577BF3ADCF2375CBEE45244
35,run_035__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1662,6FA9F42E51794E54E78ECAC1EC68AE982F2970840A799274073A66B99BE6E5D1
35,run_035__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1099,8DDCD7008BDFEF64D804A39B53FBC0BEFA3C2A0583A6F0AA9CD8D327DE7EF516
35,run_035__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P2,RUN_CONTRACT.json,426,5D4E929FD9ACA9889F9E3819178CB63B8167BCD9C4CED94C04A19A75DFB693C9
35,run_035__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P2,RUN_STATE.json,237,98CE69ABB27A0CAB46AFFE07EB08700AE0C1CE99360F75D88F9E63E53DFC3C4F
36,run_036__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,5A6DE076DFAAB2B5613CDF415A3591929D949340CB54D9E79895F2B59AB7FB97
36,run_036__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,13931559,2929E212F2CEF061A3AE95606D18C2EC28C2DF3054264E9AD6D5968B24225165
36,run_036__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1730,E9B9883E0107B17A3445FA5DD5A8721288E19E662B07ED87D9B3536655227B28
36,run_036__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1100,81599D3287B4BE6D0D3FF4EFA0D17DDEA2B5D49614F9748A760D7EB14742663B
36,run_036__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P4,RUN_CONTRACT.json,426,BA23CF7D3DECA38E70D3B9C3DDBB356C284F3DA20AF2F5EECB948FDF7C7DA3F3
36,run_036__alpha_0p1_seed_42__ARL_FL__SIGNFLIP_MU0P4,RUN_STATE.json,238,1A85B7CC3A0C434D118E687993B090F90D084E692E0B76AC33D143B2A12C0F98
37,run_037__alpha_0p1_seed_456__FEDAVG__CLEAN,BEST_STATE.pt,179065,3C6F0D4E1342BE37AB817B8E9523F48BA04BF3232583BB3EE168C00D83BA2F56
37,run_037__alpha_0p1_seed_456__FEDAVG__CLEAN,ROUND_CHECKPOINT.pt,179329,8374E4CA67F6AF520B74DD0D5D8A4BEA93610BCF6E4B02E3F4A41A945324FA97
37,run_037__alpha_0p1_seed_456__FEDAVG__CLEAN,ROUND_VALIDATION_METRICS.csv,1664,0E68A110E82B84D2D5DB77C46B30BE8F426CC3A76BD5A10FD443B65F14929CAA
37,run_037__alpha_0p1_seed_456__FEDAVG__CLEAN,RUN_COMPLETE.json,1091,5E7A5E26E98AB71EC816E4539FAE204022003C2456C0CB80050AC2FC8A45A5CE
37,run_037__alpha_0p1_seed_456__FEDAVG__CLEAN,RUN_CONTRACT.json,419,A6C6270009EF6007942916B61E166830DD783486774A387B7D109B580E00EEB6
37,run_037__alpha_0p1_seed_456__FEDAVG__CLEAN,RUN_STATE.json,239,A025F3DBD01F56AD6D01D8C2067EB9994DE9CB95693544B6883802808E48EFEA
38,run_038__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,42731EAE9BE60889C07977B91DD9581F807278610CAAE8DD6C799D9CCB6A6DC3
38,run_038__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,179329,ADB2C9F3663754DD1F1D3001591EC6AD700EB84728C6448574CA8650B1F3E0D4
38,run_038__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1669,93AC06767AE044A906FF24E79BD2F619940B7AC9309044035E4496F566A6E566
38,run_038__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1101,42985A1F06A54FBC469E123BFEF870C852FCC8BF3C1C01711F770FF9609C98E6
38,run_038__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P2,RUN_CONTRACT.json,428,B2A2FCE38F460769F8BFD3A6AF956DA0CEA42CCEECABF12291C4B16585443FBD
38,run_038__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P2,RUN_STATE.json,237,0D78185F6FD6A19212A583CB10846088682B6B91D70926CEC8E8273F8C0C57FE
39,run_039__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,7FC65CC1FFE404EC9FC1414ADC3A984CAC6A547805D1F086469F56C022D58A91
39,run_039__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,179329,DF798ABFC7ABFCF3792676605874020686F99C198764E6EEE0D19B862D241EEA
39,run_039__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1697,B45BF48A07C7B465E24EADB8F2024C406D27F0537E2501C4248E0E114B3992F7
39,run_039__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1100,D8C2463D326C723916EE66279E3453D691051ABE04AB65054D69A05452DA1871
39,run_039__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P4,RUN_CONTRACT.json,428,1E16BA4BE751510F9AF7C4A11188C290CAD886EBE2D8AD05F792F4FBD4ECCCCB
39,run_039__alpha_0p1_seed_456__FEDAVG__SIGNFLIP_MU0P4,RUN_STATE.json,236,1D7C737F1DD09758B49E63F1CE056A420921CFCB7068C912239C27ABDDE5E305
40,run_040__alpha_0p1_seed_456__FEDPROX__CLEAN,BEST_STATE.pt,179065,F56BBB23078BFE2A423C2FEFA6A14D7F1902D38AF0483E5750FE22588CA53C99
40,run_040__alpha_0p1_seed_456__FEDPROX__CLEAN,ROUND_CHECKPOINT.pt,179329,02931D5BC46E7A61F842E9D725AA68130C2C858FC3376A5D2DB416A0ABF0D0C4
40,run_040__alpha_0p1_seed_456__FEDPROX__CLEAN,ROUND_VALIDATION_METRICS.csv,1664,A4DE73FD4C1C8A7136EE7D17F0DDAD7425456ED57CDEA690D3DBD0BCC362D8B8
40,run_040__alpha_0p1_seed_456__FEDPROX__CLEAN,RUN_COMPLETE.json,1095,2CF908F76DD83C375B5237EECED3F5C6E57291D9632DA3563CC1A2EF5FD1E823
40,run_040__alpha_0p1_seed_456__FEDPROX__CLEAN,RUN_CONTRACT.json,420,889734D797B7482E884E3A39852F7B3A142A5C59355AEFE54FF45E7114A248EE
40,run_040__alpha_0p1_seed_456__FEDPROX__CLEAN,RUN_STATE.json,239,59A454AFA5D148E5354012A288438E34EB55056EF329BD64EC5C3C1DA3542568
41,run_041__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,389237F5F4FEC1820C4B96389EB38BD8584261AD9BF8C1F8757722E6014CC184
41,run_041__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,179329,91C408F494186ABC84B364FBF75A2B520F92DA858192583845F4B893918AE322
41,run_041__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1663,ADFCEDF3E12D6A64214CCD8F8FAF237C0509E41E5E55E0064AA50EC825315C46
41,run_041__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1105,9E5177DED50177C7FFB7EB8C84DC3805CE106489E2E0812774AA0349DF8B326C
41,run_041__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P2,RUN_CONTRACT.json,429,AA783166AF227E7FE5F31E9242DAB6F7586738E235BC9B3082A1F963A5FBCB8D
41,run_041__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P2,RUN_STATE.json,239,11ECD17A9B1C407E284C7AC0A5FFFE0EF79F2BD6F7282BFFFB5DC5230AC11A13
42,run_042__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,A036E3E83513A6D25EEC4997E677044F6484B4466B8615EA13D1F468ADF2C86E
42,run_042__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,179329,E9C77CD22FC4FDF63A22F9876ABC628753D6B7917B2C9A58B13090B464A8FCC6
42,run_042__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1668,A09E9392FE07384DCA090EEDA54D31FCB20E7AF1486AD700E4A57428EBA287B2
42,run_042__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1104,FAFD4645BBC25BBC5BE428DBFD4FB0AD65D016E18FBC894F832A5F9A1A82A5AE
42,run_042__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P4,RUN_CONTRACT.json,429,BDA449766883B39651A942B6FC76CE244449FE1AEF231AD0BFEB562F11895697
42,run_042__alpha_0p1_seed_456__FEDPROX__SIGNFLIP_MU0P4,RUN_STATE.json,238,4D87BFED460FE6323EC38B98AA894E7C1BC6FDEBC12091361080C9A7FBECFCA6
43,run_043__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__CLEAN,BEST_STATE.pt,179065,A9A87A069CEEAA0C282D584459EABE954AA07708E5B6B7095492482961CADF48
43,run_043__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__CLEAN,ROUND_CHECKPOINT.pt,179329,43195003D5BF38DE68877889EF51530A4DC68F77369322DC6BE8F12C6665B504
43,run_043__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__CLEAN,ROUND_VALIDATION_METRICS.csv,1663,3174565DD2F10744428B41111B95308140BC90FFB3702211B5BD06C5FAA6178B
43,run_043__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__CLEAN,RUN_COMPLETE.json,1107,59E52F723C5AAAEAA74F3FD6312271930F3AFAA47F0E7C15640F39E2953F059D
43,run_043__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__CLEAN,RUN_CONTRACT.json,432,E5836F5A6A4B89DD7B2A499BD16A5C033EB621956228F95F63414F928D8FF90C
43,run_043__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__CLEAN,RUN_STATE.json,239,0EBCD30F7CBD24FE13E714E62B96B62A74442B7167681C5327AD9CF68DE0FC55
44,run_044__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,BEST_STATE.pt,179065,D827DA565E9F82F62802ED453C1A5D5E826E81F37E0D965EE403985C24D614DC
44,run_044__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,ROUND_CHECKPOINT.pt,179329,A1747688E056C1B29B6EA3BAB44C038E92E902F90FD2FD2271FE4AFE3A9D75AA
44,run_044__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,ROUND_VALIDATION_METRICS.csv,1658,8488157E3C7D0F08BB226F56348283D893E70CD52AF81EF49D4ECD099FE959E8
44,run_044__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,RUN_COMPLETE.json,1114,7781AB8C2D4ECF25CEDBAC7872E76CD0F7C216E7BB6219413774C5C1843F7215
44,run_044__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,RUN_CONTRACT.json,441,AD89ECF15C94AF1AF7B7B18FA1238DCA7E2E7CA3FC842556C76DD838BE195E17
44,run_044__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P2,RUN_STATE.json,238,4D35F0CC1484941CB324FEA1904AEDB87EE83D2DB4DB05A94B2C00F1A79F55BA
45,run_045__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,BEST_STATE.pt,179065,995ACAFA9E90938C606B5EAF79381E0DC70F420D0BB141CDA0B0C18A499FD1B0
45,run_045__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,ROUND_CHECKPOINT.pt,179329,CC630C0C5A16A6FB1E70C404A360909E0CD7046826F2F1DD215F0FAE2F8ACD8E
45,run_045__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,ROUND_VALIDATION_METRICS.csv,1683,1637B1CC25F8D7BF35E63214613E94D58855FB406B8DFE7C06F184B510CC38B3
45,run_045__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,RUN_COMPLETE.json,1114,06F06416D2074F26B8DB43AED33F97A311315015EBA7AF9CE6BC33995B5F52A8
45,run_045__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,RUN_CONTRACT.json,441,DA485613AC604F323F7F126E00B32A805565FF348C50E5C14063BBDA9FA2521B
45,run_045__alpha_0p1_seed_456__RANDOM_TRIMMED_MEAN__SIGNFLIP_MU0P4,RUN_STATE.json,236,F0B169245A297D4BF81004EA15FBA016CE33680E46DEB73E04356CA2A1CC939E
46,run_046__alpha_0p1_seed_456__FEDLE_ADAPTED__CLEAN,BEST_STATE.pt,179065,2F97F2B7453E517FE940529B6E0FCB4BDCFEB455EE9C3A0555FECD01A01DB291
46,run_046__alpha_0p1_seed_456__FEDLE_ADAPTED__CLEAN,ROUND_CHECKPOINT.pt,179329,10EDAA6F5E96CE74F011B0D47510A142225D4242946137EC2EDF98EEC03031C5
