run_id,condition_id,outer_fold,alpha,scenario,method,fl_seed
507,85,5,1.0,signflip_mu0p4,random_trimmed_mean,123
508,85,5,1.0,signflip_mu0p4,fedle_adapted,123
509,85,5,1.0,signflip_mu0p4,tea_fl,123
510,85,5,1.0,signflip_mu0p4,arl_fl,123
511,86,5,1.0,signflip_mu0p4,fedavg,456
512,86,5,1.0,signflip_mu0p4,fedprox,456
513,86,5,1.0,signflip_mu0p4,random_trimmed_mean,456
514,86,5,1.0,signflip_mu0p4,fedle_adapted,456
515,86,5,1.0,signflip_mu0p4,tea_fl,456
516,86,5,1.0,signflip_mu0p4,arl_fl,456
517,87,5,1.0,labelflip_mu0p2,fedavg,123
518,87,5,1.0,labelflip_mu0p2,fedprox,123
519,87,5,1.0,labelflip_mu0p2,random_trimmed_mean,123
520,87,5,1.0,labelflip_mu0p2,fedle_adapted,123
521,87,5,1.0,labelflip_mu0p2,tea_fl,123
522,87,5,1.0,labelflip_mu0p2,arl_fl,123
523,88,5,1.0,labelflip_mu0p2,fedavg,456
524,88,5,1.0,labelflip_mu0p2,fedprox,456
525,88,5,1.0,labelflip_mu0p2,random_trimmed_mean,456
526,88,5,1.0,labelflip_mu0p2,fedle_adapted,456
527,88,5,1.0,labelflip_mu0p2,tea_fl,456
528,88,5,1.0,labelflip_mu0p2,arl_fl,456
529,89,5,1.0,labelflip_mu0p4,fedavg,123
530,89,5,1.0,labelflip_mu0p4,fedprox,123
531,89,5,1.0,labelflip_mu0p4,random_trimmed_mean,123
532,89,5,1.0,labelflip_mu0p4,fedle_adapted,123
533,89,5,1.0,labelflip_mu0p4,tea_fl,123
534,89,5,1.0,labelflip_mu0p4,arl_fl,123
535,90,5,1.0,labelflip_mu0p4,fedavg,456
536,90,5,1.0,labelflip_mu0p4,fedprox,456
537,90,5,1.0,labelflip_mu0p4,random_trimmed_mean,456
538,90,5,1.0,labelflip_mu0p4,fedle_adapted,456
539,90,5,1.0,labelflip_mu0p4,tea_fl,456
540,90,5,1.0,labelflip_mu0p4,arl_fl,456
541,91,5,0.1,clean,fedavg,123
542,91,5,0.1,clean,fedprox,123
543,91,5,0.1,clean,random_trimmed_mean,123
544,91,5,0.1,clean,fedle_adapted,123
545,91,5,0.1,clean,tea_fl,123
546,91,5,0.1,clean,arl_fl,123
547,92,5,0.1,clean,fedavg,456
548,92,5,0.1,clean,fedprox,456
549,92,5,0.1,clean,random_trimmed_mean,456
550,92,5,0.1,clean,fedle_adapted,456
551,92,5,0.1,clean,tea_fl,456
552,92,5,0.1,clean,arl_fl,456
553,93,5,0.1,signflip_mu0p2,fedavg,123
554,93,5,0.1,signflip_mu0p2,fedprox,123
555,93,5,0.1,signflip_mu0p2,random_trimmed_mean,123
556,93,5,0.1,signflip_mu0p2,fedle_adapted,123
557,93,5,0.1,signflip_mu0p2,tea_fl,123
558,93,5,0.1,signflip_mu0p2,arl_fl,123
559,94,5,0.1,signflip_mu0p2,fedavg,456
560,94,5,0.1,signflip_mu0p2,fedprox,456
561,94,5,0.1,signflip_mu0p2,random_trimmed_mean,456
562,94,5,0.1,signflip_mu0p2,fedle_adapted,456
563,94,5,0.1,signflip_mu0p2,tea_fl,456
564,94,5,0.1,signflip_mu0p2,arl_fl,456
565,95,5,0.1,signflip_mu0p4,fedavg,123
566,95,5,0.1,signflip_mu0p4,fedprox,123
567,95,5,0.1,signflip_mu0p4,random_trimmed_mean,123
568,95,5,0.1,signflip_mu0p4,fedle_adapted,123
569,95,5,0.1,signflip_mu0p4,tea_fl,123
570,95,5,0.1,signflip_mu0p4,arl_fl,123
571,96,5,0.1,signflip_mu0p4,fedavg,456
572,96,5,0.1,signflip_mu0p4,fedprox,456
573,96,5,0.1,signflip_mu0p4,random_trimmed_mean,456
574,96,5,0.1,signflip_mu0p4,fedle_adapted,456
575,96,5,0.1,signflip_mu0p4,tea_fl,456
576,96,5,0.1,signflip_mu0p4,arl_fl,456
577,97,5,0.1,labelflip_mu0p2,fedavg,123
578,97,5,0.1,labelflip_mu0p2,fedprox,123
579,97,5,0.1,labelflip_mu0p2,random_trimmed_mean,123
580,97,5,0.1,labelflip_mu0p2,fedle_adapted,123
581,97,5,0.1,labelflip_mu0p2,tea_fl,123
582,97,5,0.1,labelflip_mu0p2,arl_fl,123
583,98,5,0.1,labelflip_mu0p2,fedavg,456
584,98,5,0.1,labelflip_mu0p2,fedprox,456
585,98,5,0.1,labelflip_mu0p2,random_trimmed_mean,456
586,98,5,0.1,labelflip_mu0p2,fedle_adapted,456
587,98,5,0.1,labelflip_mu0p2,tea_fl,456
588,98,5,0.1,labelflip_mu0p2,arl_fl,456
589,99,5,0.1,labelflip_mu0p4,fedavg,123
590,99,5,0.1,labelflip_mu0p4,fedprox,123
591,99,5,0.1,labelflip_mu0p4,random_trimmed_mean,123
592,99,5,0.1,labelflip_mu0p4,fedle_adapted,123
593,99,5,0.1,labelflip_mu0p4,tea_fl,123
594,99,5,0.1,labelflip_mu0p4,arl_fl,123
595,100,5,0.1,labelflip_mu0p4,fedavg,456
596,100,5,0.1,labelflip_mu0p4,fedprox,456
597,100,5,0.1,labelflip_mu0p4,random_trimmed_mean,456
598,100,5,0.1,labelflip_mu0p4,fedle_adapted,456
599,100,5,0.1,labelflip_mu0p4,tea_fl,456
600,100,5,0.1,labelflip_mu0p4,arl_fl,456
