ConfigID,Task7LabelID,Task7Label,ClientID,StartInclusive,EndExclusive,Count
alpha_0p1_seed_456,1,Brute Force,8,0,0,0
alpha_0p1_seed_456,1,Brute Force,9,0,0,0
alpha_0p1_seed_456,1,Brute Force,10,0,0,0
alpha_0p1_seed_456,1,Brute Force,11,0,0,0
alpha_0p1_seed_456,1,Brute Force,12,0,0,0
alpha_0p1_seed_456,1,Brute Force,13,0,0,0
alpha_0p1_seed_456,1,Brute Force,14,0,0,0
alpha_0p1_seed_456,1,Brute Force,15,0,0,0
alpha_0p1_seed_456,1,Brute Force,16,0,0,0
alpha_0p1_seed_456,1,Brute Force,17,0,0,0
alpha_0p1_seed_456,1,Brute Force,18,0,0,0
alpha_0p1_seed_456,1,Brute Force,19,0,0,0
alpha_0p1_seed_456,1,Brute Force,20,0,0,0
alpha_0p1_seed_456,1,Brute Force,21,0,0,0
alpha_0p1_seed_456,1,Brute Force,22,0,0,0
alpha_0p1_seed_456,1,Brute Force,23,0,10436,10436
alpha_0p1_seed_456,1,Brute Force,24,10436,10436,0
alpha_0p1_seed_456,1,Brute Force,25,10436,10436,0
alpha_0p1_seed_456,1,Brute Force,26,10436,10436,0
alpha_0p1_seed_456,1,Brute Force,27,10436,10436,0
alpha_0p1_seed_456,1,Brute Force,28,10436,10436,0
alpha_0p1_seed_456,1,Brute Force,29,10436,10436,0
alpha_0p1_seed_456,2,DoS_DDoS,0,0,551639,551639
alpha_0p1_seed_456,2,DoS_DDoS,1,551639,1103299,551660
alpha_0p1_seed_456,2,DoS_DDoS,2,1103299,1648925,545626
alpha_0p1_seed_456,2,DoS_DDoS,3,1648925,2200582,551657
alpha_0p1_seed_456,2,DoS_DDoS,4,2200582,2239981,39399
alpha_0p1_seed_456,2,DoS_DDoS,5,2239981,2244523,4542
alpha_0p1_seed_456,2,DoS_DDoS,6,2244523,2796178,551655
alpha_0p1_seed_456,2,DoS_DDoS,7,2796178,3347558,551380
alpha_0p1_seed_456,2,DoS_DDoS,8,3347558,3353553,5995
alpha_0p1_seed_456,2,DoS_DDoS,9,3353553,3904945,551392
alpha_0p1_seed_456,2,DoS_DDoS,10,3904945,3904990,45
alpha_0p1_seed_456,2,DoS_DDoS,11,3904990,4432226,527236
alpha_0p1_seed_456,2,DoS_DDoS,12,4432226,4981918,549692
alpha_0p1_seed_456,2,DoS_DDoS,13,4981918,5533579,551661
alpha_0p1_seed_456,2,DoS_DDoS,14,5533579,6085115,551536
alpha_0p1_seed_456,2,DoS_DDoS,15,6085115,6517785,432670
alpha_0p1_seed_456,2,DoS_DDoS,16,6517785,7069446,551661
alpha_0p1_seed_456,2,DoS_DDoS,17,7069446,7568274,498828
alpha_0p1_seed_456,2,DoS_DDoS,18,7568274,8119935,551661
alpha_0p1_seed_456,2,DoS_DDoS,19,8119935,8671596,551661
alpha_0p1_seed_456,2,DoS_DDoS,20,8671596,9220053,548457
alpha_0p1_seed_456,2,DoS_DDoS,21,9220053,9445190,225137
alpha_0p1_seed_456,2,DoS_DDoS,22,9445190,9996851,551661
alpha_0p1_seed_456,2,DoS_DDoS,23,9996851,9996851,0
alpha_0p1_seed_456,2,DoS_DDoS,24,9996851,10016621,19770
alpha_0p1_seed_456,2,DoS_DDoS,25,10016621,10568281,551660
alpha_0p1_seed_456,2,DoS_DDoS,26,10568281,11119941,551660
alpha_0p1_seed_456,2,DoS_DDoS,27,11119941,11671570,551629
alpha_0p1_seed_456,2,DoS_DDoS,28,11671570,12221605,550035
alpha_0p1_seed_456,2,DoS_DDoS,29,12221605,12773255,551650
alpha_0p1_seed_456,3,Mirai,0,0,1,1
alpha_0p1_seed_456,3,Mirai,1,1,1,0
alpha_0p1_seed_456,3,Mirai,2,1,365,364
alpha_0p1_seed_456,3,Mirai,3,365,365,0
alpha_0p1_seed_456,3,Mirai,4,365,512465,512100
alpha_0p1_seed_456,3,Mirai,5,512465,1056057,543592
alpha_0p1_seed_456,3,Mirai,6,1056057,1056063,6
alpha_0p1_seed_456,3,Mirai,7,1056063,1056063,0
alpha_0p1_seed_456,3,Mirai,8,1056063,1601470,545407
alpha_0p1_seed_456,3,Mirai,9,1601470,1601739,269
alpha_0p1_seed_456,3,Mirai,10,1601739,1632069,30330
alpha_0p1_seed_456,3,Mirai,11,1632069,1632234,165
alpha_0p1_seed_456,3,Mirai,12,1632234,1632253,19
alpha_0p1_seed_456,3,Mirai,13,1632253,1632253,0
alpha_0p1_seed_456,3,Mirai,14,1632253,1632378,125
alpha_0p1_seed_456,3,Mirai,15,1632378,1632382,4
alpha_0p1_seed_456,3,Mirai,16,1632382,1632382,0
alpha_0p1_seed_456,3,Mirai,17,1632382,1632382,0
alpha_0p1_seed_456,3,Mirai,18,1632382,1632382,0
alpha_0p1_seed_456,3,Mirai,19,1632382,1632382,0
alpha_0p1_seed_456,3,Mirai,20,1632382,1635579,3197
alpha_0p1_seed_456,3,Mirai,21,1635579,1962102,326523
alpha_0p1_seed_456,3,Mirai,22,1962102,1962102,0
alpha_0p1_seed_456,3,Mirai,23,1962102,1962102,0
alpha_0p1_seed_456,3,Mirai,24,1962102,1962103,1
alpha_0p1_seed_456,3,Mirai,25,1962103,1962103,0
alpha_0p1_seed_456,3,Mirai,26,1962103,1962103,0
alpha_0p1_seed_456,3,Mirai,27,1962103,1962134,31
alpha_0p1_seed_456,3,Mirai,28,1962134,1963693,1559
alpha_0p1_seed_456,3,Mirai,29,1963693,1963693,0
alpha_0p1_seed_456,4,Recon,0,0,21,21
alpha_0p1_seed_456,4,Recon,1,21,21,0
alpha_0p1_seed_456,4,Recon,2,21,305,284
alpha_0p1_seed_456,4,Recon,3,305,305,0
alpha_0p1_seed_456,4,Recon,4,305,324,19
alpha_0p1_seed_456,4,Recon,5,324,325,1
alpha_0p1_seed_456,4,Recon,6,325,325,0
alpha_0p1_seed_456,4,Recon,7,325,325,0
alpha_0p1_seed_456,4,Recon,8,325,580,255
alpha_0p1_seed_456,4,Recon,9,580,580,0
alpha_0p1_seed_456,4,Recon,10,580,2062,1482
alpha_0p1_seed_456,4,Recon,11,2062,25187,23125
alpha_0p1_seed_456,4,Recon,12,25187,25193,6
alpha_0p1_seed_456,4,Recon,13,25193,25193,0
alpha_0p1_seed_456,4,Recon,14,25193,25193,0
alpha_0p1_seed_456,4,Recon,15,25193,25193,0
alpha_0p1_seed_456,4,Recon,16,25193,25193,0
alpha_0p1_seed_456,4,Recon,17,25193,25194,1
alpha_0p1_seed_456,4,Recon,18,25194,25194,0
alpha_0p1_seed_456,4,Recon,19,25194,25194,0
alpha_0p1_seed_456,4,Recon,20,25194,25201,7
alpha_0p1_seed_456,4,Recon,21,25201,25202,1
alpha_0p1_seed_456,4,Recon,22,25202,25202,0
alpha_0p1_seed_456,4,Recon,23,25202,25205,3
alpha_0p1_seed_456,4,Recon,24,25205,545764,520559
alpha_0p1_seed_456,4,Recon,25,545764,545764,0
alpha_0p1_seed_456,4,Recon,26,545764,545764,0
alpha_0p1_seed_456,4,Recon,27,545764,545764,0
alpha_0p1_seed_456,4,Recon,28,545764,545764,0
alpha_0p1_seed_456,4,Recon,29,545764,545764,0
alpha_0p1_seed_456,5,Spoofing,0,0,0,0
alpha_0p1_seed_456,5,Spoofing,1,0,0,0
alpha_0p1_seed_456,5,Spoofing,2,0,0,0
alpha_0p1_seed_456,5,Spoofing,3,0,0,0
alpha_0p1_seed_456,5,Spoofing,4,0,0,0
alpha_0p1_seed_456,5,Spoofing,5,0,0,0
alpha_0p1_seed_456,5,Spoofing,6,0,0,0
alpha_0p1_seed_456,5,Spoofing,7,0,0,0
alpha_0p1_seed_456,5,Spoofing,8,0,4,4
alpha_0p1_seed_456,5,Spoofing,9,4,4,0
alpha_0p1_seed_456,5,Spoofing,10,4,4,0
alpha_0p1_seed_456,5,Spoofing,11,4,4,0
alpha_0p1_seed_456,5,Spoofing,12,4,4,0
alpha_0p1_seed_456,5,Spoofing,13,4,4,0
alpha_0p1_seed_456,5,Spoofing,14,4,4,0
alpha_0p1_seed_456,5,Spoofing,15,4,4,0
alpha_0p1_seed_456,5,Spoofing,16,4,4,0
alpha_0p1_seed_456,5,Spoofing,17,4,4,0
alpha_0p1_seed_456,5,Spoofing,18,4,4,0
alpha_0p1_seed_456,5,Spoofing,19,4,4,0
alpha_0p1_seed_456,5,Spoofing,20,4,4,0
alpha_0p1_seed_456,5,Spoofing,21,4,4,0
alpha_0p1_seed_456,5,Spoofing,22,4,4,0
alpha_0p1_seed_456,5,Spoofing,23,4,351477,351473
alpha_0p1_seed_456,5,Spoofing,24,351477,362726,11249
alpha_0p1_seed_456,5,Spoofing,25,362726,362726,0
alpha_0p1_seed_456,5,Spoofing,26,362726,362726,0
alpha_0p1_seed_456,5,Spoofing,27,362726,362726,0
alpha_0p1_seed_456,5,Spoofing,28,362726,362726,0
alpha_0p1_seed_456,5,Spoofing,29,362726,362726,0
alpha_0p1_seed_456,6,Web,0,0,0,0
alpha_0p1_seed_456,6,Web,1,0,0,0
alpha_0p1_seed_456,6,Web,2,0,0,0
alpha_0p1_seed_456,6,Web,3,0,0,0
alpha_0p1_seed_456,6,Web,4,0,1,1
alpha_0p1_seed_456,6,Web,5,1,1,0
alpha_0p1_seed_456,6,Web,6,1,1,0
alpha_0p1_seed_456,6,Web,7,1,1,0
alpha_0p1_seed_456,6,Web,8,1,1,0
alpha_0p1_seed_456,6,Web,9,1,1,0
alpha_0p1_seed_456,6,Web,10,1,1,0
alpha_0p1_seed_456,6,Web,11,1,3,2
alpha_0p1_seed_456,6,Web,12,3,3,0
alpha_0p1_seed_456,6,Web,13,3,3,0
alpha_0p1_seed_456,6,Web,14,3,3,0
alpha_0p1_seed_456,6,Web,15,3,3,0
alpha_0p1_seed_456,6,Web,16,3,3,0
alpha_0p1_seed_456,6,Web,17,3,3,0
alpha_0p1_seed_456,6,Web,18,3,3,0
alpha_0p1_seed_456,6,Web,19,3,3,0
alpha_0p1_seed_456,6,Web,20,3,3,0
alpha_0p1_seed_456,6,Web,21,3,3,0
alpha_0p1_seed_456,6,Web,22,3,3,0
alpha_0p1_seed_456,6,Web,23,3,19607,19604
alpha_0p1_seed_456,6,Web,24,19607,19688,81
alpha_0p1_seed_456,6,Web,25,19688,19688,0
alpha_0p1_seed_456,6,Web,26,19688,19688,0
alpha_0p1_seed_456,6,Web,27,19688,19688,0
alpha_0p1_seed_456,6,Web,28,19688,19688,0
alpha_0p1_seed_456,6,Web,29,19688,19688,0
alpha_0p1_seed_789,0,Benign,0,0,188755,188755
alpha_0p1_seed_789,0,Benign,1,188755,188755,0
alpha_0p1_seed_789,0,Benign,2,188755,188879,124
alpha_0p1_seed_789,0,Benign,3,188879,188929,50
alpha_0p1_seed_789,0,Benign,4,188929,188929,0
alpha_0p1_seed_789,0,Benign,5,188929,192152,3223
alpha_0p1_seed_789,0,Benign,6,192152,192152,0
alpha_0p1_seed_789,0,Benign,7,192152,192152,0
alpha_0p1_seed_789,0,Benign,8,192152,214926,22774
alpha_0p1_seed_789,0,Benign,9,214926,214926,0
alpha_0p1_seed_789,0,Benign,10,214926,227517,12591
alpha_0p1_seed_789,0,Benign,11,227517,227517,0
alpha_0p1_seed_789,0,Benign,12,227517,227598,81
alpha_0p1_seed_789,0,Benign,13,227598,268405,40807
alpha_0p1_seed_789,0,Benign,14,268405,269674,1269
alpha_0p1_seed_789,0,Benign,15,269674,269979,305
alpha_0p1_seed_789,0,Benign,16,269979,269979,0
alpha_0p1_seed_789,0,Benign,17,269979,269979,0
alpha_0p1_seed_789,0,Benign,18,269979,269979,0
alpha_0p1_seed_789,0,Benign,19,269979,495158,225179
alpha_0p1_seed_789,0,Benign,20,495158,495555,397
alpha_0p1_seed_789,0,Benign,21,495555,495555,0
alpha_0p1_seed_789,0,Benign,22,495555,578251,82696
alpha_0p1_seed_789,0,Benign,23,578251,622112,43861
alpha_0p1_seed_789,0,Benign,24,622112,622113,1
alpha_0p1_seed_789,0,Benign,25,622113,622113,0
alpha_0p1_seed_789,0,Benign,26,622113,874262,252149
alpha_0p1_seed_789,0,Benign,27,874262,874262,0
alpha_0p1_seed_789,0,Benign,28,874262,874262,0
alpha_0p1_seed_789,0,Benign,29,874262,874262,0
alpha_0p1_seed_789,1,Brute Force,0,0,0,0
alpha_0p1_seed_789,1,Brute Force,1,0,2638,2638
alpha_0p1_seed_789,1,Brute Force,2,2638,2638,0
alpha_0p1_seed_789,1,Brute Force,3,2638,2638,0
alpha_0p1_seed_789,1,Brute Force,4,2638,2638,0
alpha_0p1_seed_789,1,Brute Force,5,2638,2638,0
alpha_0p1_seed_789,1,Brute Force,6,2638,2638,0
alpha_0p1_seed_789,1,Brute Force,7,2638,2638,0
alpha_0p1_seed_789,1,Brute Force,8,2638,9050,6412
alpha_0p1_seed_789,1,Brute Force,9,9050,9050,0
alpha_0p1_seed_789,1,Brute Force,10,9050,9151,101
alpha_0p1_seed_789,1,Brute Force,11,9151,9151,0
alpha_0p1_seed_789,1,Brute Force,12,9151,9166,15
alpha_0p1_seed_789,1,Brute Force,13,9166,9166,0
alpha_0p1_seed_789,1,Brute Force,14,9166,9224,58
alpha_0p1_seed_789,1,Brute Force,15,9224,9224,0
alpha_0p1_seed_789,1,Brute Force,16,9224,9224,0
alpha_0p1_seed_789,1,Brute Force,17,9224,9224,0
alpha_0p1_seed_789,1,Brute Force,18,9224,9224,0
alpha_0p1_seed_789,1,Brute Force,19,9224,9224,0
alpha_0p1_seed_789,1,Brute Force,20,9224,9245,21
alpha_0p1_seed_789,1,Brute Force,21,9245,9245,0
alpha_0p1_seed_789,1,Brute Force,22,9245,9245,0
alpha_0p1_seed_789,1,Brute Force,23,9245,9246,1
alpha_0p1_seed_789,1,Brute Force,24,9246,9246,0
alpha_0p1_seed_789,1,Brute Force,25,9246,9246,0
alpha_0p1_seed_789,1,Brute Force,26,9246,10436,1190
alpha_0p1_seed_789,1,Brute Force,27,10436,10436,0
alpha_0p1_seed_789,1,Brute Force,28,10436,10436,0
alpha_0p1_seed_789,1,Brute Force,29,10436,10436,0
alpha_0p1_seed_789,2,DoS_DDoS,0,0,123282,123282
alpha_0p1_seed_789,2,DoS_DDoS,1,123282,159330,36048
alpha_0p1_seed_789,2,DoS_DDoS,2,159330,710867,551537
alpha_0p1_seed_789,2,DoS_DDoS,3,710867,1262465,551598
alpha_0p1_seed_789,2,DoS_DDoS,4,1262465,1814120,551655
alpha_0p1_seed_789,2,DoS_DDoS,5,1814120,2270487,456367
alpha_0p1_seed_789,2,DoS_DDoS,6,2270487,2822148,551661
alpha_0p1_seed_789,2,DoS_DDoS,7,2822148,3252851,430703
alpha_0p1_seed_789,2,DoS_DDoS,8,3252851,3252851,0
alpha_0p1_seed_789,2,DoS_DDoS,9,3252851,3804460,551609
alpha_0p1_seed_789,2,DoS_DDoS,10,3804460,3895917,91457
alpha_0p1_seed_789,2,DoS_DDoS,11,3895917,4447540,551623
alpha_0p1_seed_789,2,DoS_DDoS,12,4447540,4998545,551005
alpha_0p1_seed_789,2,DoS_DDoS,13,4998545,5509270,510725
alpha_0p1_seed_789,2,DoS_DDoS,14,5509270,5870650,361380
alpha_0p1_seed_789,2,DoS_DDoS,15,5870650,6405296,534646
alpha_0p1_seed_789,2,DoS_DDoS,16,6405296,6956956,551660
alpha_0p1_seed_789,2,DoS_DDoS,17,6956956,7508523,551567
alpha_0p1_seed_789,2,DoS_DDoS,18,7508523,8060184,551661
alpha_0p1_seed_789,2,DoS_DDoS,19,8060184,8386564,326380
alpha_0p1_seed_789,2,DoS_DDoS,20,8386564,8937803,551239
alpha_0p1_seed_789,2,DoS_DDoS,21,8937803,9489464,551661
alpha_0p1_seed_789,2,DoS_DDoS,22,9489464,9958323,468859
alpha_0p1_seed_789,2,DoS_DDoS,23,9958323,10032267,73944
alpha_0p1_seed_789,2,DoS_DDoS,24,10032267,10583850,551583
alpha_0p1_seed_789,2,DoS_DDoS,25,10583850,11135494,551644
alpha_0p1_seed_789,2,DoS_DDoS,26,11135494,11135494,0
alpha_0p1_seed_789,2,DoS_DDoS,27,11135494,11670030,534536
alpha_0p1_seed_789,2,DoS_DDoS,28,11670030,12221682,551652
alpha_0p1_seed_789,2,DoS_DDoS,29,12221682,12773255,551573
alpha_0p1_seed_789,3,Mirai,0,0,0,0
alpha_0p1_seed_789,3,Mirai,1,0,512894,512894
alpha_0p1_seed_789,3,Mirai,2,512894,512894,0
alpha_0p1_seed_789,3,Mirai,3,512894,512894,0
alpha_0p1_seed_789,3,Mirai,4,512894,512900,6
alpha_0p1_seed_789,3,Mirai,5,512900,604971,92071
alpha_0p1_seed_789,3,Mirai,6,604971,604971,0
alpha_0p1_seed_789,3,Mirai,7,604971,725026,120055
alpha_0p1_seed_789,3,Mirai,8,725026,1003092,278066
alpha_0p1_seed_789,3,Mirai,9,1003092,1003144,52
alpha_0p1_seed_789,3,Mirai,10,1003144,1438786,435642
alpha_0p1_seed_789,3,Mirai,11,1438786,1438791,5
alpha_0p1_seed_789,3,Mirai,12,1438791,1439350,559
alpha_0p1_seed_789,3,Mirai,13,1439350,1439350,0
alpha_0p1_seed_789,3,Mirai,14,1439350,1496017,56667
alpha_0p1_seed_789,3,Mirai,15,1496017,1512726,16709
alpha_0p1_seed_789,3,Mirai,16,1512726,1512726,0
alpha_0p1_seed_789,3,Mirai,17,1512726,1512816,90
alpha_0p1_seed_789,3,Mirai,18,1512816,1512816,0
alpha_0p1_seed_789,3,Mirai,19,1512816,1512842,26
alpha_0p1_seed_789,3,Mirai,20,1512842,1512842,0
alpha_0p1_seed_789,3,Mirai,21,1512842,1512842,0
alpha_0p1_seed_789,3,Mirai,22,1512842,1512842,0
alpha_0p1_seed_789,3,Mirai,23,1512842,1946382,433540
alpha_0p1_seed_789,3,Mirai,24,1946382,1946458,76
alpha_0p1_seed_789,3,Mirai,25,1946458,1946474,16
alpha_0p1_seed_789,3,Mirai,26,1946474,1946475,1
alpha_0p1_seed_789,3,Mirai,27,1946475,1963598,17123
alpha_0p1_seed_789,3,Mirai,28,1963598,1963606,8
alpha_0p1_seed_789,3,Mirai,29,1963606,1963693,87
alpha_0p1_seed_789,4,Recon,0,0,239623,239623
alpha_0p1_seed_789,4,Recon,1,239623,239623,0
alpha_0p1_seed_789,4,Recon,2,239623,239623,0
alpha_0p1_seed_789,4,Recon,3,239623,239636,13
alpha_0p1_seed_789,4,Recon,4,239636,239636,0
alpha_0p1_seed_789,4,Recon,5,239636,239636,0
alpha_0p1_seed_789,4,Recon,6,239636,239636,0
alpha_0p1_seed_789,4,Recon,7,239636,239636,0
alpha_0p1_seed_789,4,Recon,8,239636,240582,946
alpha_0p1_seed_789,4,Recon,9,240582,240582,0
alpha_0p1_seed_789,4,Recon,10,240582,252027,11445
alpha_0p1_seed_789,4,Recon,11,252027,252027,0
alpha_0p1_seed_789,4,Recon,12,252027,252027,0
alpha_0p1_seed_789,4,Recon,13,252027,252079,52
alpha_0p1_seed_789,4,Recon,14,252079,253561,1482
alpha_0p1_seed_789,4,Recon,15,253561,253562,1
alpha_0p1_seed_789,4,Recon,16,253562,253562,0
alpha_0p1_seed_789,4,Recon,17,253562,253562,0
alpha_0p1_seed_789,4,Recon,18,253562,253562,0
alpha_0p1_seed_789,4,Recon,19,253562,253633,71
alpha_0p1_seed_789,4,Recon,20,253633,253633,0
alpha_0p1_seed_789,4,Recon,21,253633,253633,0
alpha_0p1_seed_789,4,Recon,22,253633,253704,71
alpha_0p1_seed_789,4,Recon,23,253704,253704,0
alpha_0p1_seed_789,4,Recon,24,253704,253704,0
alpha_0p1_seed_789,4,Recon,25,253704,253704,0
alpha_0p1_seed_789,4,Recon,26,253704,545763,292059
alpha_0p1_seed_789,4,Recon,27,545763,545764,1
alpha_0p1_seed_789,4,Recon,28,545764,545764,0
alpha_0p1_seed_789,4,Recon,29,545764,545764,0
alpha_0p1_seed_789,5,Spoofing,0,0,0,0
alpha_0p1_seed_789,5,Spoofing,1,0,0,0
alpha_0p1_seed_789,5,Spoofing,2,0,0,0
alpha_0p1_seed_789,5,Spoofing,3,0,0,0
alpha_0p1_seed_789,5,Spoofing,4,0,0,0
alpha_0p1_seed_789,5,Spoofing,5,0,0,0
alpha_0p1_seed_789,5,Spoofing,6,0,0,0
alpha_0p1_seed_789,5,Spoofing,7,0,903,903
alpha_0p1_seed_789,5,Spoofing,8,903,224901,223998
alpha_0p1_seed_789,5,Spoofing,9,224901,224901,0
alpha_0p1_seed_789,5,Spoofing,10,224901,225295,394
alpha_0p1_seed_789,5,Spoofing,11,225295,225296,1
alpha_0p1_seed_789,5,Spoofing,12,225296,225296,0
alpha_0p1_seed_789,5,Spoofing,13,225296,225296,0
alpha_0p1_seed_789,5,Spoofing,14,225296,356101,130805
alpha_0p1_seed_789,5,Spoofing,15,356101,356101,0
alpha_0p1_seed_789,5,Spoofing,16,356101,356102,1
alpha_0p1_seed_789,5,Spoofing,17,356102,356106,4
alpha_0p1_seed_789,5,Spoofing,18,356106,356106,0
alpha_0p1_seed_789,5,Spoofing,19,356106,356111,5
alpha_0p1_seed_789,5,Spoofing,20,356111,356115,4
alpha_0p1_seed_789,5,Spoofing,21,356115,356115,0
alpha_0p1_seed_789,5,Spoofing,22,356115,356150,35
alpha_0p1_seed_789,5,Spoofing,23,356150,356465,315
alpha_0p1_seed_789,5,Spoofing,24,356465,356465,0
alpha_0p1_seed_789,5,Spoofing,25,356465,356465,0
alpha_0p1_seed_789,5,Spoofing,26,356465,362726,6261
alpha_0p1_seed_789,5,Spoofing,27,362726,362726,0
alpha_0p1_seed_789,5,Spoofing,28,362726,362726,0
alpha_0p1_seed_789,5,Spoofing,29,362726,362726,0
alpha_0p1_seed_789,6,Web,0,0,1,1
alpha_0p1_seed_789,6,Web,1,1,82,81
alpha_0p1_seed_789,6,Web,2,82,82,0
alpha_0p1_seed_789,6,Web,3,82,82,0
alpha_0p1_seed_789,6,Web,4,82,82,0
alpha_0p1_seed_789,6,Web,5,82,82,0
alpha_0p1_seed_789,6,Web,6,82,82,0
alpha_0p1_seed_789,6,Web,7,82,82,0
alpha_0p1_seed_789,6,Web,8,82,19547,19465
alpha_0p1_seed_789,6,Web,9,19547,19547,0
alpha_0p1_seed_789,6,Web,10,19547,19578,31
alpha_0p1_seed_789,6,Web,11,19578,19610,32
alpha_0p1_seed_789,6,Web,12,19610,19611,1
alpha_0p1_seed_789,6,Web,13,19611,19688,77
alpha_0p1_seed_789,6,Web,14,19688,19688,0
alpha_0p1_seed_789,6,Web,15,19688,19688,0
alpha_0p1_seed_789,6,Web,16,19688,19688,0
alpha_0p1_seed_789,6,Web,17,19688,19688,0
alpha_0p1_seed_789,6,Web,18,19688,19688,0
alpha_0p1_seed_789,6,Web,19,19688,19688,0
alpha_0p1_seed_789,6,Web,20,19688,19688,0
alpha_0p1_seed_789,6,Web,21,19688,19688,0
alpha_0p1_seed_789,6,Web,22,19688,19688,0
alpha_0p1_seed_789,6,Web,23,19688,19688,0
alpha_0p1_seed_789,6,Web,24,19688,19688,0
alpha_0p1_seed_789,6,Web,25,19688,19688,0
alpha_0p1_seed_789,6,Web,26,19688,19688,0
alpha_0p1_seed_789,6,Web,27,19688,19688,0
alpha_0p1_seed_789,6,Web,28,19688,19688,0
alpha_0p1_seed_789,6,Web,29,19688,19688,0
alpha_0p1_seed_999,0,Benign,0,0,0,0
alpha_0p1_seed_999,0,Benign,1,0,0,0
alpha_0p1_seed_999,0,Benign,2,0,200828,200828
alpha_0p1_seed_999,0,Benign,3,200828,711082,510254
alpha_0p1_seed_999,0,Benign,4,711082,711121,39
alpha_0p1_seed_999,0,Benign,5,711121,711121,0
alpha_0p1_seed_999,0,Benign,6,711121,711121,0
alpha_0p1_seed_999,0,Benign,7,711121,711121,0
alpha_0p1_seed_999,0,Benign,8,711121,711121,0
alpha_0p1_seed_999,0,Benign,9,711121,711122,1
alpha_0p1_seed_999,0,Benign,10,711122,711127,5
alpha_0p1_seed_999,0,Benign,11,711127,711127,0
alpha_0p1_seed_999,0,Benign,12,711127,711127,0
alpha_0p1_seed_999,0,Benign,13,711127,711127,0
alpha_0p1_seed_999,0,Benign,14,711127,711183,56
alpha_0p1_seed_999,0,Benign,15,711183,711223,40
alpha_0p1_seed_999,0,Benign,16,711223,711223,0
alpha_0p1_seed_999,0,Benign,17,711223,713976,2753
alpha_0p1_seed_999,0,Benign,18,713976,713976,0
alpha_0p1_seed_999,0,Benign,19,713976,714364,388
alpha_0p1_seed_999,0,Benign,20,714364,714364,0
alpha_0p1_seed_999,0,Benign,21,714364,714364,0
alpha_0p1_seed_999,0,Benign,22,714364,873529,159165
alpha_0p1_seed_999,0,Benign,23,873529,874135,606
alpha_0p1_seed_999,0,Benign,24,874135,874152,17
alpha_0p1_seed_999,0,Benign,25,874152,874152,0
alpha_0p1_seed_999,0,Benign,26,874152,874155,3
alpha_0p1_seed_999,0,Benign,27,874155,874156,1
alpha_0p1_seed_999,0,Benign,28,874156,874157,1
alpha_0p1_seed_999,0,Benign,29,874157,874262,105
alpha_0p1_seed_999,1,Brute Force,0,0,0,0
alpha_0p1_seed_999,1,Brute Force,1,0,0,0
alpha_0p1_seed_999,1,Brute Force,2,0,423,423
alpha_0p1_seed_999,1,Brute Force,3,423,423,0
alpha_0p1_seed_999,1,Brute Force,4,423,423,0
alpha_0p1_seed_999,1,Brute Force,5,423,423,0
alpha_0p1_seed_999,1,Brute Force,6,423,423,0
alpha_0p1_seed_999,1,Brute Force,7,423,423,0
alpha_0p1_seed_999,1,Brute Force,8,423,423,0
alpha_0p1_seed_999,1,Brute Force,9,423,423,0
alpha_0p1_seed_999,1,Brute Force,10,423,538,115
alpha_0p1_seed_999,1,Brute Force,11,538,538,0
alpha_0p1_seed_999,1,Brute Force,12,538,538,0
alpha_0p1_seed_999,1,Brute Force,13,538,576,38
alpha_0p1_seed_999,1,Brute Force,14,576,576,0
alpha_0p1_seed_999,1,Brute Force,15,576,586,10
alpha_0p1_seed_999,1,Brute Force,16,586,588,2
alpha_0p1_seed_999,1,Brute Force,17,588,3002,2414
alpha_0p1_seed_999,1,Brute Force,18,3002,3002,0
alpha_0p1_seed_999,1,Brute Force,19,3002,3002,0
alpha_0p1_seed_999,1,Brute Force,20,3002,3002,0
alpha_0p1_seed_999,1,Brute Force,21,3002,3002,0
alpha_0p1_seed_999,1,Brute Force,22,3002,3002,0
alpha_0p1_seed_999,1,Brute Force,23,3002,9038,6036
alpha_0p1_seed_999,1,Brute Force,24,9038,9038,0
alpha_0p1_seed_999,1,Brute Force,25,9038,9081,43
alpha_0p1_seed_999,1,Brute Force,26,9081,9081,0
alpha_0p1_seed_999,1,Brute Force,27,9081,9098,17
alpha_0p1_seed_999,1,Brute Force,28,9098,9098,0
alpha_0p1_seed_999,1,Brute Force,29,9098,10436,1338
alpha_0p1_seed_999,2,DoS_DDoS,0,0,551661,551661
alpha_0p1_seed_999,2,DoS_DDoS,1,551661,1103322,551661
alpha_0p1_seed_999,2,DoS_DDoS,2,1103322,1159363,56041
alpha_0p1_seed_999,2,DoS_DDoS,3,1159363,1186947,27584
alpha_0p1_seed_999,2,DoS_DDoS,4,1186947,1738569,551622
alpha_0p1_seed_999,2,DoS_DDoS,5,1738569,2290229,551660
alpha_0p1_seed_999,2,DoS_DDoS,6,2290229,2841886,551657
alpha_0p1_seed_999,2,DoS_DDoS,7,2841886,3393547,551661
alpha_0p1_seed_999,2,DoS_DDoS,8,3393547,3945208,551661
alpha_0p1_seed_999,2,DoS_DDoS,9,3945208,4496859,551651
alpha_0p1_seed_999,2,DoS_DDoS,10,4496859,5048390,551531
alpha_0p1_seed_999,2,DoS_DDoS,11,5048390,5529914,481524
alpha_0p1_seed_999,2,DoS_DDoS,12,5529914,6081575,551661
