outer_fold,outer_test_subject,alpha,global_client_id,class_index,activity_name,windows
1,101,0.1,subject107_client0,8,descending stairs,1
1,101,0.1,subject107_client0,9,vacuum cleaning,1
1,101,0.1,subject107_client0,10,ironing,0
1,101,0.1,subject107_client0,11,rope jumping,0
1,101,0.1,subject107_client1,0,lying,14
1,101,0.1,subject107_client1,1,sitting,0
1,101,0.1,subject107_client1,2,standing,129
1,101,0.1,subject107_client1,3,walking,0
1,101,0.1,subject107_client1,4,running,2
1,101,0.1,subject107_client1,5,cycling,173
1,101,0.1,subject107_client1,6,Nordic walking,0
1,101,0.1,subject107_client1,7,ascending stairs,0
1,101,0.1,subject107_client1,8,descending stairs,0
1,101,0.1,subject107_client1,9,vacuum cleaning,3
1,101,0.1,subject107_client1,10,ironing,0
1,101,0.1,subject107_client1,11,rope jumping,0
1,101,0.1,subject107_client2,0,lying,0
1,101,0.1,subject107_client2,1,sitting,81
1,101,0.1,subject107_client2,2,standing,70
1,101,0.1,subject107_client2,3,walking,0
1,101,0.1,subject107_client2,4,running,24
1,101,0.1,subject107_client2,5,cycling,2
1,101,0.1,subject107_client2,6,Nordic walking,15
1,101,0.1,subject107_client2,7,ascending stairs,0
1,101,0.1,subject107_client2,8,descending stairs,5
1,101,0.1,subject107_client2,9,vacuum cleaning,11
1,101,0.1,subject107_client2,10,ironing,216
1,101,0.1,subject107_client2,11,rope jumping,0
1,101,0.1,subject107_client3,0,lying,184
1,101,0.1,subject107_client3,1,sitting,12
1,101,0.1,subject107_client3,2,standing,0
1,101,0.1,subject107_client3,3,walking,262
1,101,0.1,subject107_client3,4,running,0
1,101,0.1,subject107_client3,5,cycling,0
1,101,0.1,subject107_client3,6,Nordic walking,124
1,101,0.1,subject107_client3,7,ascending stairs,1
1,101,0.1,subject107_client3,8,descending stairs,80
1,101,0.1,subject107_client3,9,vacuum cleaning,149
1,101,0.1,subject107_client3,10,ironing,12
1,101,0.1,subject107_client3,11,rope jumping,0
1,101,0.1,subject108_client0,0,lying,0
1,101,0.1,subject108_client0,1,sitting,0
1,101,0.1,subject108_client0,2,standing,23
1,101,0.1,subject108_client0,3,walking,46
1,101,0.1,subject108_client0,4,running,0
1,101,0.1,subject108_client0,5,cycling,198
1,101,0.1,subject108_client0,6,Nordic walking,0
1,101,0.1,subject108_client0,7,ascending stairs,0
1,101,0.1,subject108_client0,8,descending stairs,14
1,101,0.1,subject108_client0,9,vacuum cleaning,167
1,101,0.1,subject108_client0,10,ironing,47
1,101,0.1,subject108_client0,11,rope jumping,67
1,101,0.1,subject108_client1,0,lying,0
1,101,0.1,subject108_client1,1,sitting,177
1,101,0.1,subject108_client1,2,standing,0
1,101,0.1,subject108_client1,3,walking,0
1,101,0.1,subject108_client1,4,running,126
1,101,0.1,subject108_client1,5,cycling,0
1,101,0.1,subject108_client1,6,Nordic walking,0
1,101,0.1,subject108_client1,7,ascending stairs,0
1,101,0.1,subject108_client1,8,descending stairs,51
1,101,0.1,subject108_client1,9,vacuum cleaning,0
1,101,0.1,subject108_client1,10,ironing,0
1,101,0.1,subject108_client1,11,rope jumping,0
1,101,0.1,subject108_client2,0,lying,164
1,101,0.1,subject108_client2,1,sitting,0
1,101,0.1,subject108_client2,2,standing,171
1,101,0.1,subject108_client2,3,walking,0
1,101,0.1,subject108_client2,4,running,1
1,101,0.1,subject108_client2,5,cycling,0
1,101,0.1,subject108_client2,6,Nordic walking,20
1,101,0.1,subject108_client2,7,ascending stairs,4
1,101,0.1,subject108_client2,8,descending stairs,5
1,101,0.1,subject108_client2,9,vacuum cleaning,20
1,101,0.1,subject108_client2,10,ironing,208
1,101,0.1,subject108_client2,11,rope jumping,0
1,101,0.1,subject108_client3,0,lying,22
1,101,0.1,subject108_client3,1,sitting,0
1,101,0.1,subject108_client3,2,standing,0
1,101,0.1,subject108_client3,3,walking,198
1,101,0.1,subject108_client3,4,running,0
1,101,0.1,subject108_client3,5,cycling,0
1,101,0.1,subject108_client3,6,Nordic walking,202
1,101,0.1,subject108_client3,7,ascending stairs,84
1,101,0.1,subject108_client3,8,descending stairs,0
1,101,0.1,subject108_client3,9,vacuum cleaning,0
1,101,0.1,subject108_client3,10,ironing,0
1,101,0.1,subject108_client3,11,rope jumping,0
2,102,1.0,subject101_client0,0,lying,74
2,102,1.0,subject101_client0,1,sitting,113
2,102,1.0,subject101_client0,2,standing,85
2,102,1.0,subject101_client0,3,walking,9
2,102,1.0,subject101_client0,4,running,14
2,102,1.0,subject101_client0,5,cycling,9
2,102,1.0,subject101_client0,6,Nordic walking,47
2,102,1.0,subject101_client0,7,ascending stairs,104
2,102,1.0,subject101_client0,8,descending stairs,2
2,102,1.0,subject101_client0,9,vacuum cleaning,62
2,102,1.0,subject101_client0,10,ironing,73
2,102,1.0,subject101_client0,11,rope jumping,21
2,102,1.0,subject101_client1,0,lying,14
2,102,1.0,subject101_client1,1,sitting,23
2,102,1.0,subject101_client1,2,standing,21
2,102,1.0,subject101_client1,3,walking,23
2,102,1.0,subject101_client1,4,running,37
2,102,1.0,subject101_client1,5,cycling,2
2,102,1.0,subject101_client1,6,Nordic walking,36
2,102,1.0,subject101_client1,7,ascending stairs,3
2,102,1.0,subject101_client1,8,descending stairs,36
2,102,1.0,subject101_client1,9,vacuum cleaning,23
2,102,1.0,subject101_client1,10,ironing,70
2,102,1.0,subject101_client1,11,rope jumping,20
2,102,1.0,subject101_client2,0,lying,104
2,102,1.0,subject101_client2,1,sitting,37
2,102,1.0,subject101_client2,2,standing,53
2,102,1.0,subject101_client2,3,walking,5
2,102,1.0,subject101_client2,4,running,88
2,102,1.0,subject101_client2,5,cycling,116
2,102,1.0,subject101_client2,6,Nordic walking,10
2,102,1.0,subject101_client2,7,ascending stairs,6
2,102,1.0,subject101_client2,8,descending stairs,29
2,102,1.0,subject101_client2,9,vacuum cleaning,43
2,102,1.0,subject101_client2,10,ironing,11
2,102,1.0,subject101_client2,11,rope jumping,40
2,102,1.0,subject101_client3,0,lying,16
2,102,1.0,subject101_client3,1,sitting,6
2,102,1.0,subject101_client3,2,standing,6
2,102,1.0,subject101_client3,3,walking,132
2,102,1.0,subject101_client3,4,running,23
2,102,1.0,subject101_client3,5,cycling,53
2,102,1.0,subject101_client3,6,Nordic walking,61
2,102,1.0,subject101_client3,7,ascending stairs,5
2,102,1.0,subject101_client3,8,descending stairs,43
2,102,1.0,subject101_client3,9,vacuum cleaning,47
2,102,1.0,subject101_client3,10,ironing,26
2,102,1.0,subject101_client3,11,rope jumping,15
2,102,1.0,subject103_client0,0,lying,85
2,102,1.0,subject103_client0,1,sitting,38
2,102,1.0,subject103_client0,2,standing,102
2,102,1.0,subject103_client0,3,walking,85
2,102,1.0,subject103_client0,4,running,0
2,102,1.0,subject103_client0,5,cycling,0
2,102,1.0,subject103_client0,6,Nordic walking,0
2,102,1.0,subject103_client0,7,ascending stairs,7
2,102,1.0,subject103_client0,8,descending stairs,2
2,102,1.0,subject103_client0,9,vacuum cleaning,51
2,102,1.0,subject103_client0,10,ironing,191
2,102,1.0,subject103_client0,11,rope jumping,0
2,102,1.0,subject103_client1,0,lying,53
2,102,1.0,subject103_client1,1,sitting,12
2,102,1.0,subject103_client1,2,standing,5
2,102,1.0,subject103_client1,3,walking,14
2,102,1.0,subject103_client1,4,running,0
2,102,1.0,subject103_client1,5,cycling,0
2,102,1.0,subject103_client1,6,Nordic walking,0
2,102,1.0,subject103_client1,7,ascending stairs,0
2,102,1.0,subject103_client1,8,descending stairs,51
2,102,1.0,subject103_client1,9,vacuum cleaning,79
2,102,1.0,subject103_client1,10,ironing,1
2,102,1.0,subject103_client1,11,rope jumping,0
2,102,1.0,subject103_client2,0,lying,2
2,102,1.0,subject103_client2,1,sitting,62
2,102,1.0,subject103_client2,2,standing,32
2,102,1.0,subject103_client2,3,walking,39
2,102,1.0,subject103_client2,4,running,0
2,102,1.0,subject103_client2,5,cycling,0
2,102,1.0,subject103_client2,6,Nordic walking,0
2,102,1.0,subject103_client2,7,ascending stairs,8
2,102,1.0,subject103_client2,8,descending stairs,41
2,102,1.0,subject103_client2,9,vacuum cleaning,2
2,102,1.0,subject103_client2,10,ironing,17
2,102,1.0,subject103_client2,11,rope jumping,0
2,102,1.0,subject103_client3,0,lying,28
2,102,1.0,subject103_client3,1,sitting,108
2,102,1.0,subject103_client3,2,standing,17
2,102,1.0,subject103_client3,3,walking,84
2,102,1.0,subject103_client3,4,running,0
2,102,1.0,subject103_client3,5,cycling,0
2,102,1.0,subject103_client3,6,Nordic walking,0
2,102,1.0,subject103_client3,7,ascending stairs,61
2,102,1.0,subject103_client3,8,descending stairs,18
2,102,1.0,subject103_client3,9,vacuum cleaning,22
2,102,1.0,subject103_client3,10,ironing,5
2,102,1.0,subject103_client3,11,rope jumping,0
2,102,1.0,subject104_client0,0,lying,15
2,102,1.0,subject104_client0,1,sitting,10
2,102,1.0,subject104_client0,2,standing,43
2,102,1.0,subject104_client0,3,walking,154
2,102,1.0,subject104_client0,4,running,0
2,102,1.0,subject104_client0,5,cycling,90
2,102,1.0,subject104_client0,6,Nordic walking,52
2,102,1.0,subject104_client0,7,ascending stairs,36
2,102,1.0,subject104_client0,8,descending stairs,0
2,102,1.0,subject104_client0,9,vacuum cleaning,36
2,102,1.0,subject104_client0,10,ironing,57
2,102,1.0,subject104_client0,11,rope jumping,0
2,102,1.0,subject104_client1,0,lying,9
2,102,1.0,subject104_client1,1,sitting,84
2,102,1.0,subject104_client1,2,standing,96
2,102,1.0,subject104_client1,3,walking,3
2,102,1.0,subject104_client1,4,running,0
2,102,1.0,subject104_client1,5,cycling,18
2,102,1.0,subject104_client1,6,Nordic walking,1
2,102,1.0,subject104_client1,7,ascending stairs,47
2,102,1.0,subject104_client1,8,descending stairs,58
2,102,1.0,subject104_client1,9,vacuum cleaning,8
2,102,1.0,subject104_client1,10,ironing,47
2,102,1.0,subject104_client1,11,rope jumping,0
2,102,1.0,subject104_client2,0,lying,108
2,102,1.0,subject104_client2,1,sitting,34
2,102,1.0,subject104_client2,2,standing,23
2,102,1.0,subject104_client2,3,walking,45
2,102,1.0,subject104_client2,4,running,0
2,102,1.0,subject104_client2,5,cycling,44
2,102,1.0,subject104_client2,6,Nordic walking,68
2,102,1.0,subject104_client2,7,ascending stairs,16
2,102,1.0,subject104_client2,8,descending stairs,9
2,102,1.0,subject104_client2,9,vacuum cleaning,102
2,102,1.0,subject104_client2,10,ironing,16
2,102,1.0,subject104_client2,11,rope jumping,0
2,102,1.0,subject104_client3,0,lying,44
2,102,1.0,subject104_client3,1,sitting,67
2,102,1.0,subject104_client3,2,standing,27
2,102,1.0,subject104_client3,3,walking,43
2,102,1.0,subject104_client3,4,running,0
2,102,1.0,subject104_client3,5,cycling,21
2,102,1.0,subject104_client3,6,Nordic walking,90
2,102,1.0,subject104_client3,7,ascending stairs,25
2,102,1.0,subject104_client3,8,descending stairs,40
2,102,1.0,subject104_client3,9,vacuum cleaning,6
2,102,1.0,subject104_client3,10,ironing,71
2,102,1.0,subject104_client3,11,rope jumping,0
2,102,1.0,subject105_client0,0,lying,106
2,102,1.0,subject105_client0,1,sitting,24
2,102,1.0,subject105_client0,2,standing,73
2,102,1.0,subject105_client0,3,walking,71
2,102,1.0,subject105_client0,4,running,22
2,102,1.0,subject105_client0,5,cycling,78
2,102,1.0,subject105_client0,6,Nordic walking,56
2,102,1.0,subject105_client0,7,ascending stairs,32
2,102,1.0,subject105_client0,8,descending stairs,13
2,102,1.0,subject105_client0,9,vacuum cleaning,75
2,102,1.0,subject105_client0,10,ironing,44
2,102,1.0,subject105_client0,11,rope jumping,3
2,102,1.0,subject105_client1,0,lying,11
2,102,1.0,subject105_client1,1,sitting,66
2,102,1.0,subject105_client1,2,standing,18
2,102,1.0,subject105_client1,3,walking,79
2,102,1.0,subject105_client1,4,running,70
2,102,1.0,subject105_client1,5,cycling,12
2,102,1.0,subject105_client1,6,Nordic walking,58
2,102,1.0,subject105_client1,7,ascending stairs,49
2,102,1.0,subject105_client1,8,descending stairs,24
2,102,1.0,subject105_client1,9,vacuum cleaning,49
2,102,1.0,subject105_client1,10,ironing,84
2,102,1.0,subject105_client1,11,rope jumping,3
2,102,1.0,subject105_client2,0,lying,1
2,102,1.0,subject105_client2,1,sitting,23
2,102,1.0,subject105_client2,2,standing,1
2,102,1.0,subject105_client2,3,walking,69
2,102,1.0,subject105_client2,4,running,59
2,102,1.0,subject105_client2,5,cycling,20
2,102,1.0,subject105_client2,6,Nordic walking,29
2,102,1.0,subject105_client2,7,ascending stairs,9
2,102,1.0,subject105_client2,8,descending stairs,52
2,102,1.0,subject105_client2,9,vacuum cleaning,43
2,102,1.0,subject105_client2,10,ironing,37
2,102,1.0,subject105_client2,11,rope jumping,39
2,102,1.0,subject105_client3,0,lying,63
2,102,1.0,subject105_client3,1,sitting,92
2,102,1.0,subject105_client3,2,standing,76
2,102,1.0,subject105_client3,3,walking,27
2,102,1.0,subject105_client3,4,running,37
2,102,1.0,subject105_client3,5,cycling,78
2,102,1.0,subject105_client3,6,Nordic walking,58
2,102,1.0,subject105_client3,7,ascending stairs,15
2,102,1.0,subject105_client3,8,descending stairs,4
2,102,1.0,subject105_client3,9,vacuum cleaning,19
2,102,1.0,subject105_client3,10,ironing,89
2,102,1.0,subject105_client3,11,rope jumping,11
2,102,1.0,subject106_client0,0,lying,45
2,102,1.0,subject106_client0,1,sitting,70
2,102,1.0,subject106_client0,2,standing,33
2,102,1.0,subject106_client0,3,walking,53
2,102,1.0,subject106_client0,4,running,57
2,102,1.0,subject106_client0,5,cycling,44
2,102,1.0,subject106_client0,6,Nordic walking,100
2,102,1.0,subject106_client0,7,ascending stairs,10
2,102,1.0,subject106_client0,8,descending stairs,1
2,102,1.0,subject106_client0,9,vacuum cleaning,38
2,102,1.0,subject106_client0,10,ironing,142
2,102,1.0,subject106_client0,11,rope jumping,0
2,102,1.0,subject106_client1,0,lying,67
2,102,1.0,subject106_client1,1,sitting,8
2,102,1.0,subject106_client1,2,standing,8
2,102,1.0,subject106_client1,3,walking,3
2,102,1.0,subject106_client1,4,running,57
2,102,1.0,subject106_client1,5,cycling,19
2,102,1.0,subject106_client1,6,Nordic walking,13
2,102,1.0,subject106_client1,7,ascending stairs,13
2,102,1.0,subject106_client1,8,descending stairs,31
2,102,1.0,subject106_client1,9,vacuum cleaning,22
2,102,1.0,subject106_client1,10,ironing,16
2,102,1.0,subject106_client1,11,rope jumping,0
2,102,1.0,subject106_client2,0,lying,64
2,102,1.0,subject106_client2,1,sitting,87
2,102,1.0,subject106_client2,2,standing,38
2,102,1.0,subject106_client2,3,walking,81
2,102,1.0,subject106_client2,4,running,11
2,102,1.0,subject106_client2,5,cycling,68
2,102,1.0,subject106_client2,6,Nordic walking,81
2,102,1.0,subject106_client2,7,ascending stairs,31
2,102,1.0,subject106_client2,8,descending stairs,3
2,102,1.0,subject106_client2,9,vacuum cleaning,92
2,102,1.0,subject106_client2,10,ironing,87
2,102,1.0,subject106_client2,11,rope jumping,1
2,102,1.0,subject106_client3,0,lying,2
2,102,1.0,subject106_client3,1,sitting,11
2,102,1.0,subject106_client3,2,standing,107
2,102,1.0,subject106_client3,3,walking,59
2,102,1.0,subject106_client3,4,running,49
2,102,1.0,subject106_client3,5,cycling,25
2,102,1.0,subject106_client3,6,Nordic walking,10
2,102,1.0,subject106_client3,7,ascending stairs,44
2,102,1.0,subject106_client3,8,descending stairs,47
2,102,1.0,subject106_client3,9,vacuum cleaning,8
2,102,1.0,subject106_client3,10,ironing,44
2,102,1.0,subject106_client3,11,rope jumping,0
2,102,1.0,subject107_client0,0,lying,5
2,102,1.0,subject107_client0,1,sitting,51
2,102,1.0,subject107_client0,2,standing,38
2,102,1.0,subject107_client0,3,walking,7
2,102,1.0,subject107_client0,4,running,4
2,102,1.0,subject107_client0,5,cycling,1
2,102,1.0,subject107_client0,6,Nordic walking,20
2,102,1.0,subject107_client0,7,ascending stairs,19
2,102,1.0,subject107_client0,8,descending stairs,62
2,102,1.0,subject107_client0,9,vacuum cleaning,0
2,102,1.0,subject107_client0,10,ironing,47
2,102,1.0,subject107_client0,11,rope jumping,0
2,102,1.0,subject107_client1,0,lying,56
2,102,1.0,subject107_client1,1,sitting,10
2,102,1.0,subject107_client1,2,standing,22
2,102,1.0,subject107_client1,3,walking,142
2,102,1.0,subject107_client1,4,running,8
2,102,1.0,subject107_client1,5,cycling,9
2,102,1.0,subject107_client1,6,Nordic walking,39
2,102,1.0,subject107_client1,7,ascending stairs,2
2,102,1.0,subject107_client1,8,descending stairs,1
2,102,1.0,subject107_client1,9,vacuum cleaning,35
2,102,1.0,subject107_client1,10,ironing,93
2,102,1.0,subject107_client1,11,rope jumping,0
2,102,1.0,subject107_client2,0,lying,4
2,102,1.0,subject107_client2,1,sitting,14
2,102,1.0,subject107_client2,2,standing,125
2,102,1.0,subject107_client2,3,walking,91
2,102,1.0,subject107_client2,4,running,7
2,102,1.0,subject107_client2,5,cycling,7
2,102,1.0,subject107_client2,6,Nordic walking,107
2,102,1.0,subject107_client2,7,ascending stairs,21
2,102,1.0,subject107_client2,8,descending stairs,9
2,102,1.0,subject107_client2,9,vacuum cleaning,43
2,102,1.0,subject107_client2,10,ironing,39
2,102,1.0,subject107_client2,11,rope jumping,0
2,102,1.0,subject107_client3,0,lying,131
2,102,1.0,subject107_client3,1,sitting,16
2,102,1.0,subject107_client3,2,standing,12
2,102,1.0,subject107_client3,3,walking,19
2,102,1.0,subject107_client3,4,running,5
2,102,1.0,subject107_client3,5,cycling,156
2,102,1.0,subject107_client3,6,Nordic walking,54
2,102,1.0,subject107_client3,7,ascending stairs,90
2,102,1.0,subject107_client3,8,descending stairs,13
2,102,1.0,subject107_client3,9,vacuum cleaning,87
2,102,1.0,subject107_client3,10,ironing,47
2,102,1.0,subject107_client3,11,rope jumping,0
2,102,1.0,subject108_client0,0,lying,14
2,102,1.0,subject108_client0,1,sitting,121
2,102,1.0,subject108_client0,2,standing,38
2,102,1.0,subject108_client0,3,walking,77
2,102,1.0,subject108_client0,4,running,15
2,102,1.0,subject108_client0,5,cycling,58
2,102,1.0,subject108_client0,6,Nordic walking,21
2,102,1.0,subject108_client0,7,ascending stairs,55
2,102,1.0,subject108_client0,8,descending stairs,13
2,102,1.0,subject108_client0,9,vacuum cleaning,54
2,102,1.0,subject108_client0,10,ironing,143
2,102,1.0,subject108_client0,11,rope jumping,47
2,102,1.0,subject108_client1,0,lying,46
2,102,1.0,subject108_client1,1,sitting,21
2,102,1.0,subject108_client1,2,standing,38
2,102,1.0,subject108_client1,3,walking,39
2,102,1.0,subject108_client1,4,running,85
2,102,1.0,subject108_client1,5,cycling,10
2,102,1.0,subject108_client1,6,Nordic walking,71
2,102,1.0,subject108_client1,7,ascending stairs,7
2,102,1.0,subject108_client1,8,descending stairs,7
2,102,1.0,subject108_client1,9,vacuum cleaning,23
2,102,1.0,subject108_client1,10,ironing,26
2,102,1.0,subject108_client1,11,rope jumping,2
2,102,1.0,subject108_client2,0,lying,83
2,102,1.0,subject108_client2,1,sitting,8
2,102,1.0,subject108_client2,2,standing,56
2,102,1.0,subject108_client2,3,walking,26
2,102,1.0,subject108_client2,4,running,6
2,102,1.0,subject108_client2,5,cycling,87
2,102,1.0,subject108_client2,6,Nordic walking,74
2,102,1.0,subject108_client2,7,ascending stairs,11
2,102,1.0,subject108_client2,8,descending stairs,20
2,102,1.0,subject108_client2,9,vacuum cleaning,18
2,102,1.0,subject108_client2,10,ironing,28
2,102,1.0,subject108_client2,11,rope jumping,1
2,102,1.0,subject108_client3,0,lying,41
2,102,1.0,subject108_client3,1,sitting,24
2,102,1.0,subject108_client3,2,standing,60
2,102,1.0,subject108_client3,3,walking,100
2,102,1.0,subject108_client3,4,running,19
2,102,1.0,subject108_client3,5,cycling,40
2,102,1.0,subject108_client3,6,Nordic walking,55
2,102,1.0,subject108_client3,7,ascending stairs,13
2,102,1.0,subject108_client3,8,descending stairs,29
2,102,1.0,subject108_client3,9,vacuum cleaning,90
2,102,1.0,subject108_client3,10,ironing,56
2,102,1.0,subject108_client3,11,rope jumping,14
2,102,0.1,subject101_client0,0,lying,0
2,102,0.1,subject101_client0,1,sitting,29
2,102,0.1,subject101_client0,2,standing,0
2,102,0.1,subject101_client0,3,walking,109
2,102,0.1,subject101_client0,4,running,157
2,102,0.1,subject101_client0,5,cycling,0
2,102,0.1,subject101_client0,6,Nordic walking,115
2,102,0.1,subject101_client0,7,ascending stairs,0
2,102,0.1,subject101_client0,8,descending stairs,0
2,102,0.1,subject101_client0,9,vacuum cleaning,9
2,102,0.1,subject101_client0,10,ironing,4
2,102,0.1,subject101_client0,11,rope jumping,4
2,102,0.1,subject101_client1,0,lying,0
2,102,0.1,subject101_client1,1,sitting,149
2,102,0.1,subject101_client1,2,standing,0
2,102,0.1,subject101_client1,3,walking,0
2,102,0.1,subject101_client1,4,running,5
2,102,0.1,subject101_client1,5,cycling,141
2,102,0.1,subject101_client1,6,Nordic walking,0
2,102,0.1,subject101_client1,7,ascending stairs,121
2,102,0.1,subject101_client1,8,descending stairs,77
2,102,0.1,subject101_client1,9,vacuum cleaning,119
2,102,0.1,subject101_client1,10,ironing,3
2,102,0.1,subject101_client1,11,rope jumping,45
2,102,0.1,subject101_client2,0,lying,3
2,102,0.1,subject101_client2,1,sitting,0
2,102,0.1,subject101_client2,2,standing,168
2,102,0.1,subject101_client2,3,walking,0
2,102,0.1,subject101_client2,4,running,0
2,102,0.1,subject101_client2,5,cycling,0
2,102,0.1,subject101_client2,6,Nordic walking,41
2,102,0.1,subject101_client2,7,ascending stairs,0
2,102,0.1,subject101_client2,8,descending stairs,0
2,102,0.1,subject101_client2,9,vacuum cleaning,48
2,102,0.1,subject101_client2,10,ironing,155
2,102,0.1,subject101_client2,11,rope jumping,15
2,102,0.1,subject101_client3,0,lying,207
2,102,0.1,subject101_client3,1,sitting,2
2,102,0.1,subject101_client3,2,standing,0
2,102,0.1,subject101_client3,3,walking,62
2,102,0.1,subject101_client3,4,running,1
2,102,0.1,subject101_client3,5,cycling,40
2,102,0.1,subject101_client3,6,Nordic walking,0
2,102,0.1,subject101_client3,7,ascending stairs,0
2,102,0.1,subject101_client3,8,descending stairs,35
2,102,0.1,subject101_client3,9,vacuum cleaning,0
2,102,0.1,subject101_client3,10,ironing,18
2,102,0.1,subject101_client3,11,rope jumping,32
2,102,0.1,subject103_client0,0,lying,0
2,102,0.1,subject103_client0,1,sitting,0
2,102,0.1,subject103_client0,2,standing,0
2,102,0.1,subject103_client0,3,walking,129
2,102,0.1,subject103_client0,4,running,0
2,102,0.1,subject103_client0,5,cycling,0
2,102,0.1,subject103_client0,6,Nordic walking,0
2,102,0.1,subject103_client0,7,ascending stairs,78
2,102,0.1,subject103_client0,8,descending stairs,0
2,102,0.1,subject103_client0,9,vacuum cleaning,131
2,102,0.1,subject103_client0,10,ironing,216
2,102,0.1,subject103_client0,11,rope jumping,0
2,102,0.1,subject103_client1,0,lying,0
2,102,0.1,subject103_client1,1,sitting,223
2,102,0.1,subject103_client1,2,standing,0
2,102,0.1,subject103_client1,3,walking,49
2,102,0.1,subject103_client1,4,running,0
2,102,0.1,subject103_client1,5,cycling,0
2,102,0.1,subject103_client1,6,Nordic walking,0
2,102,0.1,subject103_client1,7,ascending stairs,0
2,102,0.1,subject103_client1,8,descending stairs,0
2,102,0.1,subject103_client1,9,vacuum cleaning,23
2,102,0.1,subject103_client1,10,ironing,0
2,102,0.1,subject103_client1,11,rope jumping,0
2,102,0.1,subject103_client2,0,lying,171
2,102,0.1,subject103_client2,1,sitting,0
2,102,0.1,subject103_client2,2,standing,0
2,102,0.1,subject103_client2,3,walking,18
2,102,0.1,subject103_client2,4,running,0
2,102,0.1,subject103_client2,5,cycling,0
2,102,0.1,subject103_client2,6,Nordic walking,0
2,102,0.1,subject103_client2,7,ascending stairs,0
2,102,0.1,subject103_client2,8,descending stairs,36
2,102,0.1,subject103_client2,9,vacuum cleaning,1
2,102,0.1,subject103_client2,10,ironing,0
2,102,0.1,subject103_client2,11,rope jumping,0
2,102,0.1,subject103_client3,0,lying,0
2,102,0.1,subject103_client3,1,sitting,0
2,102,0.1,subject103_client3,2,standing,159
2,102,0.1,subject103_client3,3,walking,26
2,102,0.1,subject103_client3,4,running,0
2,102,0.1,subject103_client3,5,cycling,0
2,102,0.1,subject103_client3,6,Nordic walking,0
2,102,0.1,subject103_client3,7,ascending stairs,0
2,102,0.1,subject103_client3,8,descending stairs,77
2,102,0.1,subject103_client3,9,vacuum cleaning,0
2,102,0.1,subject103_client3,10,ironing,0
2,102,0.1,subject103_client3,11,rope jumping,0
2,102,0.1,subject104_client0,0,lying,162
2,102,0.1,subject104_client0,1,sitting,80
2,102,0.1,subject104_client0,2,standing,192
2,102,0.1,subject104_client0,3,walking,0
2,102,0.1,subject104_client0,4,running,0
2,102,0.1,subject104_client0,5,cycling,0
2,102,0.1,subject104_client0,6,Nordic walking,211
2,102,0.1,subject104_client0,7,ascending stairs,39
2,102,0.1,subject104_client0,8,descending stairs,0
2,102,0.1,subject104_client0,9,vacuum cleaning,0
2,102,0.1,subject104_client0,10,ironing,194
2,102,0.1,subject104_client0,11,rope jumping,0
2,102,0.1,subject104_client1,0,lying,16
2,102,0.1,subject104_client1,1,sitting,0
2,102,0.1,subject104_client1,2,standing,0
2,102,0.1,subject104_client1,3,walking,248
2,102,0.1,subject104_client1,4,running,0
2,102,0.1,subject104_client1,5,cycling,54
2,102,0.1,subject104_client1,6,Nordic walking,0
2,102,0.1,subject104_client1,7,ascending stairs,0
2,102,0.1,subject104_client1,8,descending stairs,96
2,102,0.1,subject104_client1,9,vacuum cleaning,1
2,102,0.1,subject104_client1,10,ironing,0
2,102,0.1,subject104_client1,11,rope jumping,0
2,102,0.1,subject104_client2,0,lying,0
2,102,0.1,subject104_client2,1,sitting,3
2,102,0.1,subject104_client2,2,standing,0
2,102,0.1,subject104_client2,3,walking,0
2,102,0.1,subject104_client2,4,running,0
2,102,0.1,subject104_client2,5,cycling,0
2,102,0.1,subject104_client2,6,Nordic walking,0
2,102,0.1,subject104_client2,7,ascending stairs,0
2,102,0.1,subject104_client2,8,descending stairs,12
2,102,0.1,subject104_client2,9,vacuum cleaning,153
2,102,0.1,subject104_client2,10,ironing,0
2,102,0.1,subject104_client2,11,rope jumping,0
2,102,0.1,subject104_client3,0,lying,0
2,102,0.1,subject104_client3,1,sitting,113
2,102,0.1,subject104_client3,2,standing,0
2,102,0.1,subject104_client3,3,walking,0
2,102,0.1,subject104_client3,4,running,0
2,102,0.1,subject104_client3,5,cycling,121
2,102,0.1,subject104_client3,6,Nordic walking,2
2,102,0.1,subject104_client3,7,ascending stairs,87
2,102,0.1,subject104_client3,8,descending stairs,0
2,102,0.1,subject104_client3,9,vacuum cleaning,0
2,102,0.1,subject104_client3,10,ironing,0
2,102,0.1,subject104_client3,11,rope jumping,0
2,102,0.1,subject105_client0,0,lying,0
2,102,0.1,subject105_client0,1,sitting,141
2,102,0.1,subject105_client0,2,standing,0
2,102,0.1,subject105_client0,3,walking,88
2,102,0.1,subject105_client0,4,running,0
2,102,0.1,subject105_client0,5,cycling,0
2,102,0.1,subject105_client0,6,Nordic walking,132
2,102,0.1,subject105_client0,7,ascending stairs,0
2,102,0.1,subject105_client0,8,descending stairs,0
2,102,0.1,subject105_client0,9,vacuum cleaning,0
2,102,0.1,subject105_client0,10,ironing,6
2,102,0.1,subject105_client0,11,rope jumping,0
2,102,0.1,subject105_client1,0,lying,0
2,102,0.1,subject105_client1,1,sitting,0
2,102,0.1,subject105_client1,2,standing,0
2,102,0.1,subject105_client1,3,walking,2
2,102,0.1,subject105_client1,4,running,160
2,102,0.1,subject105_client1,5,cycling,0
